#page_id	source_id	path	title	page_class	symbol_count	kind	symbol	declaration_origin	header	library	os_versions_raw	declaration_status	duplicate_of	source_url
ee505740	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505740.html	RBHITTESTINFO (Windows Embedded CE 6.0)	symbol_page	1	struct	RBHITTESTINFO	none			Windows CE 2.0 and later	candidate_mismatch:_RB_HITTESTINFO		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505740(v=winembedded.60)
ee505741	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505741.html	Test Cases for the Flash Memory Read/Write and Performance Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505741(v=winembedded.60)
ee505742	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505742.html	Troubleshooting the Local Authentication Plugin Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505742(v=winembedded.60)
ee505744	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505744.html	Prerequisites for the Audio CD Driver Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505744(v=winembedded.60)
ee505745	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505745.html	Command Line Parameters for the NDIS Performance Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505745(v=winembedded.60)
ee505746	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505746.html	Test Cases for the Real-Time Communication Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505746(v=winembedded.60)
ee505747	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505747.html	Adding a Custom Test to the CETK (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505747(v=winembedded.60)
ee505748	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505748.html	Window Manager Test Module (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505748(v=winembedded.60)
ee505749	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505749.html	Prerequisites for the Wall Clock and RTC Drift Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505749(v=winembedded.60)
ee505750	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505750.html	Prerequisites for the USB Performance Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505750(v=winembedded.60)
ee505751	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505751.html	Prerequisites for the Storage Device Block Driver Read/Write Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505751(v=winembedded.60)
ee505753	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505753.html	Prerequisites for the Video Capture Filter Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505753(v=winembedded.60)
ee505755	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505755.html	Command Line Parameters for the UUID IOCTL Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505755(v=winembedded.60)
ee505757	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505757.html	Setting Up Application Verifier for Always-Running Processes (Windows Embedded CE 6.0)	concept_or_overview	0			none				first_line_not_a_declaration		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505757(v=winembedded.60)
ee505758	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505758.html	Troubleshooting the Waveform Audio Driver Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505758(v=winembedded.60)
