# id	book	path	title
75xy91h6	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/75xy91h6.html	CryptographicException Constructor (String) (System.Security.Cryptography)
77f13yyz	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/77f13yyz.html	KeyedHashAlgorithm.Key Property  (System.Security.Cryptography)
77f6hc2s	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/77f6hc2s.html	SerialPort.Close Method  (System.IO.Ports)
77hw1wt2	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/77hw1wt2.html	EditorBrowsableAttribute.State Property  (System.ComponentModel)
78h415ay	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/78h415ay.html	WebHeaderCollection.IsRestricted Method  (System.Net)
79w421xb	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/79w421xb.html	SymmetricAlgorithm.CreateDecryptor Method  (System.Security.Cryptography)
7a32x5aw	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/7a32x5aw.html	WebProxy Class (System.Net)
7b8k7yk8	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/7b8k7yk8.html	WebHeaderCollection.ToByteArray Method  (System.Net)
7fy67z6d	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/7fy67z6d.html	HttpWebRequest.AddRange Method (Int32, Int32) (System.Net)
7s742ws5	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/7s742ws5.html	WebRequest.ContentType Property  (System.Net)
7sbhatw5	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/7sbhatw5.html	SerialPort Constructor (String) (System.IO.Ports)
7w345cw7	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/7w345cw7.html	ProtocolViolationException Constructor  (System.Net)
7w79sfaf	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/7w79sfaf.html	WebException.Response Property  (System.Net)
80xc42w9	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/80xc42w9.html	SerialPort.DataBits Property  (System.IO.Ports)
81c83b36	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/81c83b36.html	AsymmetricAlgorithm.Clear Method  (System.Security.Cryptography)
81ftbdkk	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/81ftbdkk.html	HashAlgorithm.HashValue Field (System.Security.Cryptography)
84hs9x3c	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/84hs9x3c.html	ICryptoTransform.TransformBlock Method  (System.Security.Cryptography)
86kth94c	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/86kth94c.html	Uri.OriginalString Property  (System)
86zshy18	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/86zshy18.html	AsymmetricAlgorithm.Dispose Method (Boolean) (System.Security.Cryptography)
8a045wyx	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/8a045wyx.html	EditorBrowsableAttribute Class (System.ComponentModel)
8a69hbef	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/8a69hbef.html	HttpListenerRequest.LocalEndPoint Property  (System.Net)
8akc1we8	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/8akc1we8.html	DSACryptoServiceProvider.PublicOnly Property  (System.Security.Cryptography)
8az18wbf	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/8az18wbf.html	Directory.GetCurrentDirectory Method  (System.IO)
8b27e9s4	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/8b27e9s4.html	DSACryptoServiceProvider.VerifyData Method  (System.Security.Cryptography)
8b61ds7e	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/8b61ds7e.html	WebRequest.RegisterPrefix Method  (System.Net)
8bh5f2bb	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/8bh5f2bb.html	WebRequest.Headers Property  (System.Net)
8bt1b81c	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/8bt1b81c.html	SerialPort Constructor (String, Int32) (System.IO.Ports)
8cza9f4z	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/8cza9f4z.html	RSAParameters.DQ Field (System.Security.Cryptography)
8dwf52cf	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/8dwf52cf.html	Directory.Move Method  (System.IO)
8exfzxft	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/8exfzxft.html	FtpWebRequest Class (System.Net)
8f352ftx	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/8f352ftx.html	WebHeaderCollection Constructor  (System.Net)
8k6kch7x	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/8k6kch7x.html	HttpWebRequest.Credentials Property  (System.Net)
8s2fzb02	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/8s2fzb02.html	DirectoryInfo Class (System.IO)
8x976cy8	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/8x976cy8.html	WebProxy Constructor  (System.Net)
8y7x3zz2	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/8y7x3zz2.html	HttpWebRequest Class (System.Net)
90k2e0f0	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/90k2e0f0.html	HttpWebRequest.Method Property  (System.Net)
91xe19ke	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/91xe19ke.html	KeyedHashAlgorithm.KeyValue Field (System.Security.Cryptography)
92d6ds6a	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/92d6ds6a.html	WebRequest.ConnectionGroupName Property  (System.Net)
94t917yh	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/94t917yh.html	Path.InvalidPathChars Field (System.IO)
94y7e2w2	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/94y7e2w2.html	DSAParameters.Y Field (System.Security.Cryptography)
965xw3x5	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/965xw3x5.html	WebHeaderCollection.Add Method (String) (System.Net)
97027sww	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/97027sww.html	SymmetricAlgorithm.LegalKeySizesValue Field (System.Security.Cryptography)
9706cfs5	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/9706cfs5.html	File.Copy Method (String, String, Boolean) (System.IO)
975xhcs9	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/975xhcs9.html	FileSystemInfo Class (System.IO)
97bd7z8y	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/97bd7z8y.html	HttpListenerRequest.RawUrl Property  (System.Net)
981h90e5	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/981h90e5.html	File.Create Method (String, Int32) (System.IO)
98a13kch	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/98a13kch.html	RSAParameters.P Field (System.Security.Cryptography)
99w80456	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/99w80456.html	FileStream.Finalize Method  (System.IO)
9b2a9x7d	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/9b2a9x7d.html	HttpWebRequest.GetResponse Method  (System.Net)
9f93fa06	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/9f93fa06.html	FileAttributes Enumeration (System.IO)
9k0fe1yy	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/9k0fe1yy.html	HashAlgorithm.State Field (System.Security.Cryptography)
9k42306k	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/9k42306k.html	FileInfo.Delete Method  (System.IO)
9kc3zs3c	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/9kc3zs3c.html	KeySizes.MaxSize Property  (System.Security.Cryptography)
9w1dh0w3	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/9w1dh0w3.html	WebProxy.Address Property  (System.Net)
