#symbol	count	book: mapped_version_ids (raw documented text)
#1087 symbols whose normalised version ids differ between collections.
#This is the primary difference list: the collections disagree about which
#version the symbol is documented for.
CeClearUserNotification	3	chm-windows-ce-3.0: unmapped:1.01 and later (1.01 and later) ;; mslearn-windows-ce-5.0: unmapped:Windows CE 1.01 and later. (Windows CE 1.01 and later.) ;; mslearn-windows-embedded-ce-6.0: unmapped:Windows CE 1.01 and later (Windows CE 1.01 and later)
CeCloseHandle (RAPI)	2	chm-windows-ce-3.0: windows-ce-1.0 (1.0 and later) ;; mslearn-windows-ce-5.0: windows-ce-1.0 (Windows CE 1.0 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-ce-3.0 (Windows CE 3.0 and later)
CeCopyFile (RAPI)	2	chm-windows-ce-3.0: windows-ce-2.0 (2.0 and later) ;; mslearn-windows-ce-5.0: windows-ce-2.0 (Windows CE 2.0 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-ce-3.0 (Windows CE 3.0 and later)
CeCreateDatabase	3	chm-windows-ce-3.0: unmapped:1.01 and later (1.01 and later) ;; mslearn-windows-ce-net-4x: unmapped:Windows CE 1.01 and later. (Windows CE 1.01 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-embedded-ce-6.0 (Windows Embedded CE 6.0 and later)
CeCreateDatabase (CEDB)	2	mslearn-windows-ce-5.0: unmapped:Windows CE 1.01 and later. (Windows CE 1.01 and later.) ;; mslearn-windows-embedded-ce-6.0: unmapped:Windows CE 1.01 and later (Windows CE 1.01 and later)
CeCreateDatabase (RAPI)	3	chm-windows-ce-3.0: unmapped:1.01 and later (1.01 and later) ;; mslearn-windows-ce-5.0: unmapped:Windows CE 1.01 and later. (Windows CE 1.01 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-ce-3.0 (Windows CE 3.0 and later)
CeCreateDatabaseEx	2	chm-windows-ce-3.0: windows-ce-2.1 (2.10 and later) ;; mslearn-windows-ce-net-4x: windows-ce-2.1 (Windows CE 2.10 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-embedded-ce-6.0 (Windows Embedded CE 6.0 and later)
CeCreateDatabaseEx (RAPI)	2	chm-windows-ce-3.0: windows-ce-2.1 (2.10 and later) ;; mslearn-windows-ce-5.0: windows-ce-2.1 (Windows CE 2.10 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-ce-3.0 (Windows CE 3.0 and later)
CeCreateDirectory (RAPI)	2	chm-windows-ce-3.0: windows-ce-2.0 (2.0 and later) ;; mslearn-windows-ce-5.0: windows-ce-2.0 (Windows CE 2.0 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-ce-3.0 (Windows CE 3.0 and later)
CeCreateFile (RAPI)	2	chm-windows-ce-3.0: windows-ce-2.0 (2.0 and later) ;; mslearn-windows-ce-5.0: windows-ce-2.0 (Windows CE 2.0 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-ce-3.0 (Windows CE 3.0 and later)
CeCreateProcess (RAPI)	2	chm-windows-ce-3.0: windows-ce-2.0 (2.0 and later) ;; mslearn-windows-ce-5.0: windows-ce-2.0 (Windows CE 2.0 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-ce-3.0 (Windows CE 3.0 and later)
CEDB_FIND_DATA	2	chm-windows-ce-3.0: windows-ce-1.0 (1.0 and later) ;; mslearn-windows-ce-5.0: windows-ce-1.0 (Windows CE 1.0 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-ce-3.0 (Windows CE 3.0 and later)
CEDBASEINFO	3	chm-windows-ce-3.0: unmapped:1.01 and later (1.01 and later) ;; mslearn-windows-ce-net-4x: unmapped:Windows CE 1.01 and later. (Windows CE 1.01 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-ce-3.0 (Windows CE 3.0 and later)
CEDBASEINFO (CEDB)	2	mslearn-windows-ce-5.0: unmapped:Windows CE 1.01 and later. (Windows CE 1.01 and later.) ;; mslearn-windows-embedded-ce-6.0: unmapped:Windows CE 1.01 and later (Windows CE 1.01 and later)
CeDeleteDatabase	3	chm-windows-ce-3.0: unmapped:1.01 and later (1.01 and later) ;; mslearn-windows-ce-net-4x: unmapped:Windows CE 1.01 and later. (Windows CE 1.01 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-embedded-ce-6.0 (Windows Embedded CE 6.0 and later)
CeDeleteDatabase (CEDB)	2	mslearn-windows-ce-5.0: unmapped:Windows CE 1.01 and later. (Windows CE 1.01 and later.) ;; mslearn-windows-embedded-ce-6.0: unmapped:Windows CE 1.01 and later (Windows CE 1.01 and later)
CeDeleteDatabase (RAPI)	3	chm-windows-ce-3.0: unmapped:1.01 and later (1.01 and later) ;; mslearn-windows-ce-5.0: unmapped:Windows CE 1.01 and later. (Windows CE 1.01 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-ce-3.0 (Windows CE 3.0 and later)
CeDeleteDatabaseEx	2	chm-windows-ce-3.0: windows-ce-2.1 (2.10 and later) ;; mslearn-windows-ce-net-4x: windows-ce-2.1 (Windows CE 2.10 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-embedded-ce-6.0 (Windows Embedded CE 6.0 and later)
CeDeleteDatabaseEx (RAPI)	2	chm-windows-ce-3.0: windows-ce-2.1 (2.10 and later) ;; mslearn-windows-ce-5.0: windows-ce-2.1 (Windows CE 2.10 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-ce-3.0 (Windows CE 3.0 and later)
CeDeleteFile (RAPI)	2	chm-windows-ce-3.0: windows-ce-2.0 (2.0 and later) ;; mslearn-windows-ce-5.0: windows-ce-2.0 (Windows CE 2.0 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-ce-3.0 (Windows CE 3.0 and later)
CeDeleteRecord	3	chm-windows-ce-3.0: unmapped:1.01 and later (1.01 and later) ;; mslearn-windows-ce-net-4x: unmapped:Windows CE 1.01 and later. (Windows CE 1.01 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-embedded-ce-6.0 (Windows Embedded CE 6.0 and later)
CeDeleteRecord (CEDB)	2	mslearn-windows-ce-5.0: unmapped:Windows CE 1.01 and later. (Windows CE 1.01 and later.) ;; mslearn-windows-embedded-ce-6.0: unmapped:Windows CE 1.01 and later (Windows CE 1.01 and later)
CeDeleteRecord (RAPI)	2	chm-windows-ce-3.0: windows-ce-2.0 (2.0 and later) ;; mslearn-windows-ce-5.0: windows-ce-2.0 (Windows CE 2.0 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-ce-3.0 (Windows CE 3.0 and later)
CEDIRINFO	3	chm-windows-ce-3.0: unmapped:1.01 and later (1.01 and later) ;; mslearn-windows-ce-5.0: unmapped:Windows CE 1.01 and later. (Windows CE 1.01 and later.) ;; mslearn-windows-ce-net-4x: unmapped:Windows CE 1.01 and later. (Windows CE 1.01 and later.) ;; mslearn-windows-embedded-ce-6.0: unmapped:Windows CE 1.01 and later (Windows CE 1.01 and later)
CeEnumDBVolumes	2	chm-windows-ce-3.0: windows-ce-2.1 (2.10 and later) ;; mslearn-windows-ce-net-4x: windows-ce-2.1 (Windows CE 2.10 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-embedded-ce-6.0 (Windows Embedded CE 6.0 and later)
CeEnumDBVolumes (RAPI)	2	chm-windows-ce-3.0: windows-ce-2.12 (2.12 and later) ;; mslearn-windows-ce-5.0: windows-ce-2.12 (Windows CE 2.12 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-ce-3.0 (Windows CE 3.0 and later)
CEFILEINFO	3	chm-windows-ce-3.0: unmapped:1.01 and later (1.01 and later) ;; mslearn-windows-ce-5.0: unmapped:Windows CE 1.01 and later. (Windows CE 1.01 and later.) ;; mslearn-windows-ce-net-4x: unmapped:Windows CE 1.01 and later. (Windows CE 1.01 and later.) ;; mslearn-windows-embedded-ce-6.0: unmapped:Windows CE 1.01 and later (Windows CE 1.01 and later)
CeFindAllDatabases (RAPI)	2	chm-windows-ce-3.0: windows-ce-2.0 (2.0 and later) ;; mslearn-windows-ce-5.0: windows-ce-2.0 (Windows CE 2.0 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-ce-3.0 (Windows CE 3.0 and later)
CeFindAllFiles (RAPI)	2	chm-windows-ce-3.0: windows-ce-2.0 (2.0 and later) ;; mslearn-windows-ce-5.0: windows-ce-2.0 (Windows CE 2.0 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-ce-3.0 (Windows CE 3.0 and later)
CeFindClose (RAPI)	2	chm-windows-ce-3.0: windows-ce-2.0 (2.0 and later) ;; mslearn-windows-ce-5.0: windows-ce-2.0 (Windows CE 2.0 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-ce-3.0 (Windows CE 3.0 and later)
CeFindFirstDatabase	3	chm-windows-ce-3.0: unmapped:1.01 and later (1.01 and later) ;; mslearn-windows-ce-net-4x: unmapped:Windows CE 1.01 and later. (Windows CE 1.01 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-embedded-ce-6.0 (Windows Embedded CE 6.0 and later)
CeFindFirstDatabase (CEDB)	2	mslearn-windows-ce-5.0: unmapped:Windows CE 1.01 and later. (Windows CE 1.01 and later.) ;; mslearn-windows-embedded-ce-6.0: unmapped:Windows CE 1.01 and later (Windows CE 1.01 and later)
CeFindFirstDatabase (RAPI)	3	chm-windows-ce-3.0: unmapped:1.01 and later (1.01 and later) ;; mslearn-windows-ce-5.0: unmapped:Windows CE 1.01 and later. (Windows CE 1.01 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-ce-3.0 (Windows CE 3.0 and later)
CeFindFirstDatabaseEx	2	chm-windows-ce-3.0: windows-ce-2.1 (2.10 and later) ;; mslearn-windows-ce-net-4x: windows-ce-2.1 (Windows CE 2.10 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-embedded-ce-6.0 (Windows Embedded CE 6.0 and later)
CeFindFirstDatabaseEx (RAPI)	2	chm-windows-ce-3.0: windows-ce-2.1 (2.10 and later) ;; mslearn-windows-ce-5.0: windows-ce-2.1 (Windows CE 2.10 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-ce-3.0 (Windows CE 3.0 and later)
CeFindFirstFile (RAPI)	2	chm-windows-ce-3.0: windows-ce-2.0 (2.0 and later) ;; mslearn-windows-ce-5.0: windows-ce-2.0 (Windows CE 2.0 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-ce-3.0 (Windows CE 3.0 and later)
CeFindNextDatabase	3	chm-windows-ce-3.0: unmapped:1.01 and later (1.01 and later) ;; mslearn-windows-ce-net-4x: unmapped:Windows CE 1.01 and later. (Windows CE 1.01 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-embedded-ce-6.0 (Windows Embedded CE 6.0 and later)
CeFindNextDatabase (CEDB)	2	mslearn-windows-ce-5.0: unmapped:Windows CE 1.01 and later. (Windows CE 1.01 and later.) ;; mslearn-windows-embedded-ce-6.0: unmapped:Windows CE 1.01 and later (Windows CE 1.01 and later)
CeFindNextDatabase (RAPI)	3	chm-windows-ce-3.0: unmapped:1.01 and later (1.01 and later) ;; mslearn-windows-ce-5.0: unmapped:Windows CE 1.01 and later. (Windows CE 1.01 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-ce-3.0 (Windows CE 3.0 and later)
CeFindNextDatabaseEx	2	chm-windows-ce-3.0: windows-ce-2.1 (2.10 and later) ;; mslearn-windows-ce-net-4x: windows-ce-2.1 (Windows CE 2.10 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-embedded-ce-6.0 (Windows Embedded CE 6.0 and later)
CeFindNextDatabaseEx (RAPI)	2	chm-windows-ce-3.0: windows-ce-2.1 (2.10 and later) ;; mslearn-windows-ce-5.0: windows-ce-2.1 (Windows CE 2.10 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-ce-3.0 (Windows CE 3.0 and later)
CeFindNextFile (RAPI)	2	chm-windows-ce-3.0: windows-ce-2.0 (2.0 and later) ;; mslearn-windows-ce-5.0: windows-ce-2.0 (Windows CE 2.0 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-ce-3.0 (Windows CE 3.0 and later)
CeFlushDBVol	2	chm-windows-ce-3.0: windows-ce-2.1 (2.10 and later) ;; mslearn-windows-ce-net-4x: windows-ce-2.1 (Windows CE 2.10 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-embedded-ce-6.0 (Windows Embedded CE 6.0 and later)
CeGetClassName (RAPI)	2	chm-windows-ce-3.0: windows-ce-2.0 (2.0 and later) ;; mslearn-windows-ce-5.0: windows-ce-2.0 (Windows CE 2.0 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-ce-3.0 (Windows CE 3.0 and later)
CeGetDesktopDeviceCaps (RAPI)	2	chm-windows-ce-3.0: windows-ce-2.0 (2.0 and later) ;; mslearn-windows-ce-5.0: windows-ce-2.0 (Windows CE 2.0 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-ce-3.0 (Windows CE 3.0 and later)
CeGetFileAttributes (RAPI)	2	chm-windows-ce-3.0: windows-ce-2.0 (2.0 and later) ;; mslearn-windows-ce-5.0: windows-ce-2.0 (Windows CE 2.0 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-ce-3.0 (Windows CE 3.0 and later)
CeGetFileSize (RAPI)	2	chm-windows-ce-3.0: windows-ce-2.0 (2.0 and later) ;; mslearn-windows-ce-5.0: windows-ce-2.0 (Windows CE 2.0 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-ce-3.0 (Windows CE 3.0 and later)
CeGetFileTime (RAPI)	2	chm-windows-ce-3.0: windows-ce-2.0 (2.0 and later) ;; mslearn-windows-ce-5.0: windows-ce-2.0 (Windows CE 2.0 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-ce-3.0 (Windows CE 3.0 and later)
CeGetLastError (RAPI)	2	chm-windows-ce-3.0: windows-ce-2.0 (2.0 and later) ;; mslearn-windows-ce-5.0: windows-ce-2.0 (Windows CE 2.0 and later.) ;; mslearn-windows-embedded-ce-6.0: windows-ce-3.0 (Windows CE 3.0 and later)
