#page_class	page_id	source_id	title	declaration_status	path
concept_or_overview	wcegmm_setting_palette_entries_in_windowed_mode	chm-windows-ce-3.0	Setting Palette Entries in Windowed Mode (Windows CE 3.0 Graphics and Multimedia)	statement_keyword	docs/chm/windows-ce-3.0/wcegmm_setting_palette_entries_in_windowed_mode.html
concept_or_overview	wcegmm_setting_palettes_on_nonprimary_surfaces	chm-windows-ce-3.0	Setting Palettes on Nonprimary Surfaces (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_setting_palettes_on_nonprimary_surfaces.html
concept_or_overview	wcegmm_sharing_directdrawclipper_objects	chm-windows-ce-3.0	Sharing DirectDrawClipper Objects (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_sharing_directdrawclipper_objects.html
concept_or_overview	wcegmm_sharing_palettes	chm-windows-ce-3.0	Sharing Palettes (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_sharing_palettes.html
concept_or_overview	wcegmm_significant_ddcaps_members_and_flags	chm-windows-ce-3.0	Significant DDCAPS Members and Flags (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_significant_ddcaps_members_and_flags.html
concept_or_overview	wcegmm_software_emulation	chm-windows-ce-3.0	Software Emulation (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_software_emulation.html
concept_or_overview	wcegmm_solutions_to_common_video_artifacts	chm-windows-ce-3.0	Solutions to Common Video Artifacts (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_solutions_to_common_video_artifacts.html
concept_or_overview	wcegmm_solving_problems_caused_by_half-lines	chm-windows-ce-3.0	Solving Problems Caused by Half-Lines (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_solving_problems_caused_by_half-lines.html
concept_or_overview	wcegmm_source_and_destination_rectangles	chm-windows-ce-3.0	Source and Destination Rectangles (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_source_and_destination_rectangles.html
concept_or_overview	wcegmm_storing_bitmaps_in_display_memory	chm-windows-ce-3.0	Storing Bitmaps in Display Memory (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_storing_bitmaps_in_display_memory.html
concept_or_overview	wcegmm_surface_interfaces	chm-windows-ce-3.0	Surface Interfaces (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_surface_interfaces.html
concept_or_overview	wcegmm_surface_uniqueness_values	chm-windows-ce-3.0	Surface Uniqueness Values (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_surface_uniqueness_values.html
concept_or_overview	wcegmm_surfaces_and_device_contexts	chm-windows-ce-3.0	Surfaces and Device Contexts (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_surfaces_and_device_contexts.html
concept_or_overview	wcegmm_system_integration	chm-windows-ce-3.0	System Integration (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_system_integration.html
concept_or_overview	wcegmm_taking_advantage_of_dma_support	chm-windows-ce-3.0	Taking Advantage of DMA Support (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_taking_advantage_of_dma_support.html
concept_or_overview	wcegmm_testing_cooperative_levels	chm-windows-ce-3.0	Testing Cooperative Levels (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_testing_cooperative_levels.html
concept_or_overview	wcegmm_testing_for_dma_support	chm-windows-ce-3.0	Testing for DMA Support (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_testing_for_dma_support.html
concept_or_overview	wcegmm_transparent_blitting	chm-windows-ce-3.0	Transparent Blitting (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_transparent_blitting.html
concept_or_overview	wcegmm_transport_base_classes	chm-windows-ce-3.0	Transport Base Classes (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_transport_base_classes.html
concept_or_overview	wcegmm_triple_buffering	chm-windows-ce-3.0	Triple Buffering (Windows CE 3.0 Graphics and Multimedia)	statement_keyword	docs/chm/windows-ce-3.0/wcegmm_triple_buffering.html
concept_or_overview	wcegmm_types_of_palette_entries_in_windowed_mode	chm-windows-ce-3.0	Types of Palette Entries in Windowed Mode (Windows CE 3.0 Graphics and Multimedia)	statement_keyword	docs/chm/windows-ce-3.0/wcegmm_types_of_palette_entries_in_windowed_mode.html
concept_or_overview	wcegmm_typical_scenarios_for_dma	chm-windows-ce-3.0	Typical Scenarios for DMA (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_typical_scenarios_for_dma.html
concept_or_overview	wcegmm_updating_surface_characteristics	chm-windows-ce-3.0	Updating Surface Characteristics (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_updating_surface_characteristics.html
concept_or_overview	wcegmm_using_a_clipper_with_multiple_windows	chm-windows-ce-3.0	Using a Clipper with Multiple Windows (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_using_a_clipper_with_multiple_windows.html
concept_or_overview	wcegmm_using_a_clipper_with_the_system_cursor	chm-windows-ce-3.0	Using a Clipper with the System Cursor (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_using_a_clipper_with_the_system_cursor.html
concept_or_overview	wcegmm_using_bitmaps	chm-windows-ce-3.0	Using Bitmaps (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_using_bitmaps.html
concept_or_overview	wcegmm_using_color_controls	chm-windows-ce-3.0	Using Color Controls (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_using_color_controls.html
concept_or_overview	wcegmm_using_colors	chm-windows-ce-3.0	Using Colors (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_using_colors.html
concept_or_overview	wcegmm_using_directdraw_palettes_in_windowed_mode	chm-windows-ce-3.0	Using DirectDraw Palettes in Windowed Mode (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_using_directdraw_palettes_in_windowed_mode.html
concept_or_overview	wcegmm_using_fonts	chm-windows-ce-3.0	Using Fonts (Windows CE 3.0 Graphics and Multimedia)	first_line_not_a_declaration	docs/chm/windows-ce-3.0/wcegmm_using_fonts.html
concept_or_overview	wcegmm_utility_classes	chm-windows-ce-3.0	Utility Classes (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_utility_classes.html
concept_or_overview	wcegmm_vertical_blanking_interval_data	chm-windows-ce-3.0	Vertical Blanking Interval Data (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_vertical_blanking_interval_data.html
concept_or_overview	wcegmm_video-port_technology_overview	chm-windows-ce-3.0	Video-Port Technology Overview (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_video-port_technology_overview.html
concept_or_overview	wcegmm_video_frames_and_fields	chm-windows-ce-3.0	Video Frames and Fields (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_video_frames_and_fields.html
concept_or_overview	wcegmm_video_ports	chm-windows-ce-3.0	Video Ports (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_video_ports.html
concept_or_overview	wcegmm_what_are_clippers	chm-windows-ce-3.0	What Are Clippers? (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_what_are_clippers.html
concept_or_overview	wcegmm_what_are_color_controls	chm-windows-ce-3.0	What Are Color Controls? (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_what_are_color_controls.html
concept_or_overview	wcegmm_what_are_directdraw_objects	chm-windows-ce-3.0	What Are DirectDraw Objects? (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_what_are_directdraw_objects.html
concept_or_overview	wcegmm_what_are_palettes	chm-windows-ce-3.0	What Are Palettes? (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_what_are_palettes.html
concept_or_overview	wcegmm_what_are_surfaces	chm-windows-ce-3.0	What Are Surfaces? (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_what_are_surfaces.html
concept_or_overview	wcegmm_what_are_video_ports	chm-windows-ce-3.0	What Are Video Ports? (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_what_are_video_ports.html
concept_or_overview	wcegmm_what_is_transparent_blitting	chm-windows-ce-3.0	What Is Transparent Blitting? (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_what_is_transparent_blitting.html
concept_or_overview	wcegmm_what_s_new_in_idirectdraw4	chm-windows-ce-3.0	What's New in IDirectDraw4? (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_what_s_new_in_idirectdraw4.html
concept_or_overview	wcegmm_when_reference_counts_will_change	chm-windows-ce-3.0	When Reference Counts will Change (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_when_reference_counts_will_change.html
concept_or_overview	wcegmm_why_use_directdraw	chm-windows-ce-3.0	Why Use DirectDraw? (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_why_use_directdraw.html
concept_or_overview	wcegmm_width_vs_pitch	chm-windows-ce-3.0	Width vs. Pitch (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_width_vs_pitch.html
concept_or_overview	wcegmm_win32_classes	chm-windows-ce-3.0	Win32 Classes (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_win32_classes.html
concept_or_overview	wcegmm_working_with_directdraw_clippers	chm-windows-ce-3.0	Working with DirectDraw Clippers (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_working_with_directdraw_clippers.html
concept_or_overview	wcegmm_working_with_directdraw_objects	chm-windows-ce-3.0	Working with DirectDraw Objects (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_working_with_directdraw_objects.html
concept_or_overview	wcegmm_working_with_directdraw_palettes	chm-windows-ce-3.0	Working with DirectDraw Palettes (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_working_with_directdraw_palettes.html
concept_or_overview	wcegmm_working_with_directdraw_surfaces	chm-windows-ce-3.0	Working with DirectDraw Surfaces (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_working_with_directdraw_surfaces.html
concept_or_overview	wcegmm_working_with_graphics_devices	chm-windows-ce-3.0	Working with Graphics Devices (Windows CE 3.0 Graphics and Multimedia)	no_candidate	docs/chm/windows-ce-3.0/wcegmm_working_with_graphics_devices.html
concept_or_overview	wceinetAccessRights	chm-windows-ce-3.0	Access Rights	no_candidate	docs/chm/windows-ce-3.0/wceinetAccessRights.html
concept_or_overview	wceinetAccessingClientDatawithouttheASPCOLCTComponent	chm-windows-ce-3.0	Accessing Client Data without the ASPCOLCT Component	no_candidate	docs/chm/windows-ce-3.0/wceinetAccessingClientDatawithouttheASPCOLCTComponent.html
concept_or_overview	wceinetAccessingSecurityProtocols	chm-windows-ce-3.0	Accessing Security Protocols	no_candidate	docs/chm/windows-ce-3.0/wceinetAccessingSecurityProtocols.html
concept_or_overview	wceinetAccessingURLsDirectly	chm-windows-ce-3.0	Accessing URLs Directly	no_candidate	docs/chm/windows-ce-3.0/wceinetAccessingURLsDirectly.html
concept_or_overview	wceinetAccessingtheFTPProtocol	chm-windows-ce-3.0	Accessing the FTP Protocol	no_candidate	docs/chm/windows-ce-3.0/wceinetAccessingtheFTPProtocol.html
concept_or_overview	wceinetAccessingtheHTTPProtocol	chm-windows-ce-3.0	Accessing the HTTP Protocol	size_out_of_range	docs/chm/windows-ce-3.0/wceinetAccessingtheHTTPProtocol.html
concept_or_overview	wceinetActiveServerPagesforWindowsCE	chm-windows-ce-3.0	Active Server Pages for Windows CE	no_candidate	docs/chm/windows-ce-3.0/wceinetActiveServerPagesforWindowsCE.html
identifier_title_no_requirements	wceinetAuthentication	chm-windows-ce-3.0	Authentication	no_candidate	docs/chm/windows-ce-3.0/wceinetAuthentication.html
concept_or_overview	wceinetAuthenticationRestrictions	chm-windows-ce-3.0	Authentication Restrictions	no_candidate	docs/chm/windows-ce-3.0/wceinetAuthenticationRestrictions.html
concept_or_overview	wceinetAuthenticationandSecurityConsiderations	chm-windows-ce-3.0	Authentication and Security Considerations	no_candidate	docs/chm/windows-ce-3.0/wceinetAuthenticationandSecurityConsiderations.html
concept_or_overview	wceinetBaseRegistryKeys	chm-windows-ce-3.0	Base Registry Keys	no_candidate	docs/chm/windows-ce-3.0/wceinetBaseRegistryKeys.html
concept_or_overview	wceinetBaseRegistryKeysforTelnet	chm-windows-ce-3.0	Base Registry Keys for Telnet	no_candidate	docs/chm/windows-ce-3.0/wceinetBaseRegistryKeysforTelnet.html
concept_or_overview	wceinetBasicScripting	chm-windows-ce-3.0	Basic Scripting	statement_keyword	docs/chm/windows-ce-3.0/wceinetBasicScripting.html
concept_or_overview	wceinetCacheGroups	chm-windows-ce-3.0	Cache Groups	no_candidate	docs/chm/windows-ce-3.0/wceinetCacheGroups.html
identifier_title_no_requirements	wceinetCaching	chm-windows-ce-3.0	Caching	no_candidate	docs/chm/windows-ce-3.0/wceinetCaching.html
concept_or_overview	wceinetCollectionObjects	chm-windows-ce-3.0	Collection Objects	member_access_or_arrow	docs/chm/windows-ce-3.0/wceinetCollectionObjects.html
concept_or_overview	wceinetCookieHeader	chm-windows-ce-3.0	Cookie Header	statement_sequence	docs/chm/windows-ce-3.0/wceinetCookieHeader.html
concept_or_overview	wceinetCookieRelatedHeaders	chm-windows-ce-3.0	Cookie-Related Headers	no_candidate	docs/chm/windows-ce-3.0/wceinetCookieRelatedHeaders.html
concept_or_overview	wceinetCreatingaCacheEntry	chm-windows-ce-3.0	Creating a Cache Entry	no_candidate	docs/chm/windows-ce-3.0/wceinetCreatingaCacheEntry.html
concept_or_overview	wceinetCreatingandCrackingURLs	chm-windows-ce-3.0	Creating and Cracking URLs	no_candidate	docs/chm/windows-ce-3.0/wceinetCreatingandCrackingURLs.html
concept_or_overview	wceinetDebuggingISAPIExtensionsandFilters	chm-windows-ce-3.0	Debugging ISAPI Extensions and Filters	no_candidate	docs/chm/windows-ce-3.0/wceinetDebuggingISAPIExtensionsandFilters.html
concept_or_overview	wceinetDeletingaCacheEntry	chm-windows-ce-3.0	Deleting a Cache Entry	no_candidate	docs/chm/windows-ce-3.0/wceinetDeletingaCacheEntry.html
concept_or_overview	wceinetDifferencesBetweenMicrosoftXML20andMicrosoftXML25	chm-windows-ce-3.0	Differences Between Microsoft XML 2.0 and Microsoft XML 2.5	no_candidate	docs/chm/windows-ce-3.0/wceinetDifferencesBetweenMicrosoftXML20andMicrosoftXML25.html
concept_or_overview	wceinetEnumeratingtheCache	chm-windows-ce-3.0	Enumerating the Cache	no_candidate	docs/chm/windows-ce-3.0/wceinetEnumeratingtheCache.html
concept_or_overview	wceinetExtensibleMarkupLanguage	chm-windows-ce-3.0	Extensible Markup Language	no_candidate	docs/chm/windows-ce-3.0/wceinetExtensibleMarkupLanguage.html
deprecation_notice	wceinetFeaturesNotSupported	chm-windows-ce-3.0	Features Not Supported	no_candidate	docs/chm/windows-ce-3.0/wceinetFeaturesNotSupported.html
identifier_title_no_requirements	wceinetFunctionality	chm-windows-ce-3.0	Functionality	no_candidate	docs/chm/windows-ce-3.0/wceinetFunctionality.html
concept_or_overview	wceinetGeneratingCookies	chm-windows-ce-3.0	Generating Cookies	no_candidate	docs/chm/windows-ce-3.0/wceinetGeneratingCookies.html
concept_or_overview	wceinetGeneratingaCookieUsingaCGIScript	chm-windows-ce-3.0	Generating a Cookie Using a CGI Script	statement_sequence	docs/chm/windows-ce-3.0/wceinetGeneratingaCookieUsingaCGIScript.html
concept_or_overview	wceinetGeneratingaCookieUsingtheDHTMLObjectModel	chm-windows-ce-3.0	Generating a Cookie Using the DHTML Object Model	statement_sequence	docs/chm/windows-ce-3.0/wceinetGeneratingaCookieUsingtheDHTMLObjectModel.html
concept_or_overview	wceinetGeneratingaCookieUsingtheWindowsCEInternetFunctions	chm-windows-ce-3.0	Generating a Cookie Using the Windows CE Internet Functions	no_candidate	docs/chm/windows-ce-3.0/wceinetGeneratingaCookieUsingtheWindowsCEInternetFunctions.html
concept_or_overview	wceinetGetServerVariableImplementation	chm-windows-ce-3.0	GetServerVariable Implementation	no_candidate	docs/chm/windows-ce-3.0/wceinetGetServerVariableImplementation.html
concept_or_overview	wceinetHINTERNETHandles	chm-windows-ce-3.0	HINTERNET Handles	statement_keyword	docs/chm/windows-ce-3.0/wceinetHINTERNETHandles.html
concept_or_overview	wceinetHTTPAuthentication	chm-windows-ce-3.0	HTTP Authentication	no_candidate	docs/chm/windows-ce-3.0/wceinetHTTPAuthentication.html
concept_or_overview	wceinetHTTPAuthenticationandPermissions	chm-windows-ce-3.0	HTTP Authentication and Permissions	no_candidate	docs/chm/windows-ce-3.0/wceinetHTTPAuthenticationandPermissions.html
concept_or_overview	wceinetHTTPCookies	chm-windows-ce-3.0	HTTP Cookies	no_candidate	docs/chm/windows-ce-3.0/wceinetHTTPCookies.html
concept_or_overview	wceinetHTTPDImplementation	chm-windows-ce-3.0	HTTPD Implementation	no_candidate	docs/chm/windows-ce-3.0/wceinetHTTPDImplementation.html
concept_or_overview	wceinetHTTPandFTPFunctions	chm-windows-ce-3.0	HTTP and FTP Functions	no_candidate	docs/chm/windows-ce-3.0/wceinetHTTPandFTPFunctions.html
concept_or_overview	wceinetHandlingAuthentication	chm-windows-ce-3.0	Handling Authentication	no_candidate	docs/chm/windows-ce-3.0/wceinetHandlingAuthentication.html
concept_or_overview	wceinetHandlingHTTPAuthentication	chm-windows-ce-3.0	Handling HTTP Authentication	no_candidate	docs/chm/windows-ce-3.0/wceinetHandlingHTTPAuthentication.html
concept_or_overview	wceinetHandlingStructureswithVariableSizeData	chm-windows-ce-3.0	Handling Structures with Variable Size Data	member_access_or_arrow	docs/chm/windows-ce-3.0/wceinetHandlingStructureswithVariableSizeData.html
concept_or_overview	wceinetHandlingUniformResourceLocators	chm-windows-ce-3.0	Handling Uniform Resource Locators	no_candidate	docs/chm/windows-ce-3.0/wceinetHandlingUniformResourceLocators.html
concept_or_overview	wceinetHeaderFieldDefinitions	chm-windows-ce-3.0	Header-Field Definitions	no_candidate	docs/chm/windows-ce-3.0/wceinetHeaderFieldDefinitions.html
concept_or_overview	wceinetISAPIExtensionFunctions	chm-windows-ce-3.0	ISAPI Extension Functions	no_candidate	docs/chm/windows-ce-3.0/wceinetISAPIExtensionFunctions.html
concept_or_overview	wceinetISAPIExtensionReadClientImplementation	chm-windows-ce-3.0	ISAPI Extension ReadClient Implementation	no_candidate	docs/chm/windows-ce-3.0/wceinetISAPIExtensionReadClientImplementation.html
concept_or_overview	wceinetISAPIExtensionServerSupportFunctionImplementation	chm-windows-ce-3.0	ISAPI Extension ServerSupportFunction Implementation	no_candidate	docs/chm/windows-ce-3.0/wceinetISAPIExtensionServerSupportFunctionImplementation.html
concept_or_overview	wceinetISAPIExtensions	chm-windows-ce-3.0	ISAPI Extensions	no_candidate	docs/chm/windows-ce-3.0/wceinetISAPIExtensions.html
concept_or_overview	wceinetISAPIFilterFunctions	chm-windows-ce-3.0	ISAPI Filter Functions	no_candidate	docs/chm/windows-ce-3.0/wceinetISAPIFilterFunctions.html
concept_or_overview	wceinetISAPIFilters	chm-windows-ce-3.0	ISAPI Filters	no_candidate	docs/chm/windows-ce-3.0/wceinetISAPIFilters.html
concept_or_overview	wceinetISAPIFiltersServerSupportFunctionImplementation	chm-windows-ce-3.0	ISAPI Filters ServerSupportFunction Implementation	no_candidate	docs/chm/windows-ce-3.0/wceinetISAPIFiltersServerSupportFunctionImplementation.html
concept_or_overview	wceinetISAPIFiltersandHTTPHeaders	chm-windows-ce-3.0	ISAPI Filters and HTTP Headers	no_candidate	docs/chm/windows-ce-3.0/wceinetISAPIFiltersandHTTPHeaders.html
concept_or_overview	wceinetIncludeFileDifferences	chm-windows-ce-3.0	Header File Differences	no_candidate	docs/chm/windows-ce-3.0/wceinetIncludeFileDifferences.html
concept_or_overview	wceinetInitialSettings	chm-windows-ce-3.0	Initial Settings	no_candidate	docs/chm/windows-ce-3.0/wceinetInitialSettings.html
concept_or_overview	wceinetInstallingStartingandStoppingtheSampleTelnetServer	chm-windows-ce-3.0	Installing, Starting, and Stopping the Sample Telnet Server	first_line_not_a_declaration	docs/chm/windows-ce-3.0/wceinetInstallingStartingandStoppingtheSampleTelnetServer.html
concept_or_overview	wceinetInternetConnections	chm-windows-ce-3.0	Internet Connections	no_candidate	docs/chm/windows-ce-3.0/wceinetInternetConnections.html
concept_or_overview	wceinetInternetServices	chm-windows-ce-3.0	Internet Services	no_candidate	docs/chm/windows-ce-3.0/wceinetInternetServices.html
identifier_title_no_requirements	wceinetLimitations	chm-windows-ce-3.0	Limitations	no_candidate	docs/chm/windows-ce-3.0/wceinetLimitations.html
identifier_title_no_requirements	wceinetLogging	chm-windows-ce-3.0	Logging	no_candidate	docs/chm/windows-ce-3.0/wceinetLogging.html
concept_or_overview	wceinetManagingCookies	chm-windows-ce-3.0	Managing Cookies	no_candidate	docs/chm/windows-ce-3.0/wceinetManagingCookies.html
concept_or_overview	wceinetMicrosoftXML20FeaturesThatWindowsCEDoesNotSupport	chm-windows-ce-3.0	Microsoft XML 2.0 Features That Windows CE Does Not Support	no_candidate	docs/chm/windows-ce-3.0/wceinetMicrosoftXML20FeaturesThatWindowsCEDoesNotSupport.html
identifier_title_no_requirements	wceinetPermissions	chm-windows-ce-3.0	Permissions	statement_keyword	docs/chm/windows-ce-3.0/wceinetPermissions.html
concept_or_overview	wceinetPersistentCachingFunctions	chm-windows-ce-3.0	Persistent Caching Functions	no_candidate	docs/chm/windows-ce-3.0/wceinetPersistentCachingFunctions.html
concept_or_overview	wceinetProcessingDirectives	chm-windows-ce-3.0	Processing Directives	no_candidate	docs/chm/windows-ce-3.0/wceinetProcessingDirectives.html
concept_or_overview	wceinetProxyAuthentication	chm-windows-ce-3.0	Proxy Authentication	no_candidate	docs/chm/windows-ce-3.0/wceinetProxyAuthentication.html
concept_or_overview	wceinetRegisteringAuthenticationKeys	chm-windows-ce-3.0	Registering Authentication Keys	no_candidate	docs/chm/windows-ce-3.0/wceinetRegisteringAuthenticationKeys.html
concept_or_overview	wceinetRequestObjectImplementation	chm-windows-ce-3.0	Request Object Implementation	no_candidate	docs/chm/windows-ce-3.0/wceinetRequestObjectImplementation.html
concept_or_overview	wceinetResponseObjectImplementation	chm-windows-ce-3.0	Response Object Implementation	first_line_not_a_declaration	docs/chm/windows-ce-3.0/wceinetResponseObjectImplementation.html
concept_or_overview	wceinetRetrievingCacheEntryData	chm-windows-ce-3.0	Retrieving Cache Entry Data	no_candidate	docs/chm/windows-ce-3.0/wceinetRetrievingCacheEntryData.html
concept_or_overview	wceinetRetrievingCacheEntryFiles	chm-windows-ce-3.0	Retrieving Cache Entry Files	no_candidate	docs/chm/windows-ce-3.0/wceinetRetrievingCacheEntryFiles.html
concept_or_overview	wceinetSampleTelnetServerRequirements	chm-windows-ce-3.0	Sample Telnet Server Requirements	no_candidate	docs/chm/windows-ce-3.0/wceinetSampleTelnetServerRequirements.html
concept_or_overview	wceinetSampleWindowsCETelnetServer	chm-windows-ce-3.0	Sample Windows CE Telnet Server	no_candidate	docs/chm/windows-ce-3.0/wceinetSampleWindowsCETelnetServer.html
concept_or_overview	wceinetServerAuthentication	chm-windows-ce-3.0	Server Authentication	no_candidate	docs/chm/windows-ce-3.0/wceinetServerAuthentication.html
concept_or_overview	wceinetServerObjectImplementation	chm-windows-ce-3.0	Server Object Implementation	statement_keyword	docs/chm/windows-ce-3.0/wceinetServerObjectImplementation.html
concept_or_overview	wceinetServerObjects	chm-windows-ce-3.0	Server Objects	no_candidate	docs/chm/windows-ce-3.0/wceinetServerObjects.html
concept_or_overview	wceinetSetCookieHeader	chm-windows-ce-3.0	Set-Cookie Header	statement_sequence	docs/chm/windows-ce-3.0/wceinetSetCookieHeader.html
concept_or_overview	wceinetStartingandStoppingtheWebServer	chm-windows-ce-3.0	Starting and Stopping the Web Server	no_candidate	docs/chm/windows-ce-3.0/wceinetStartingandStoppingtheWebServer.html
concept_or_overview	wceinetStatusCodes	chm-windows-ce-3.0	Status Codes	no_candidate	docs/chm/windows-ce-3.0/wceinetStatusCodes.html
concept_or_overview	wceinetTipsforConvertingExistingCGIScriptstoISAPIExtensions	chm-windows-ce-3.0	Tips for Converting Existing CGI Scripts to ISAPI Extensions	no_candidate	docs/chm/windows-ce-3.0/wceinetTipsforConvertingExistingCGIScriptstoISAPIExtensions.html
concept_or_overview	wceinetUserLists	chm-windows-ce-3.0	User Lists	no_candidate	docs/chm/windows-ce-3.0/wceinetUserLists.html
concept_or_overview	wceinetUserListsforTelnetServer	chm-windows-ce-3.0	User Lists for Telnet Server	statement_sequence	docs/chm/windows-ce-3.0/wceinetUserListsforTelnetServer.html
concept_or_overview	wceinetUsingFlagstoControlCaching	chm-windows-ce-3.0	Using Flags to Control Caching	no_candidate	docs/chm/windows-ce-3.0/wceinetUsingFlagstoControlCaching.html
concept_or_overview	wceinetUsingPersistentCachingFunctions	chm-windows-ce-3.0	Using Persistent Caching Functions	no_candidate	docs/chm/windows-ce-3.0/wceinetUsingPersistentCachingFunctions.html
concept_or_overview	wceinetVirtualPathSettings	chm-windows-ce-3.0	Virtual Path Settings	statement_keyword	docs/chm/windows-ce-3.0/wceinetVirtualPathSettings.html
concept_or_overview	wceinetWebServerComponentsandDependencies	chm-windows-ce-3.0	Web Server Components and Dependencies	no_candidate	docs/chm/windows-ce-3.0/wceinetWebServerComponentsandDependencies.html
concept_or_overview	wceinetWebServerDetails	chm-windows-ce-3.0	Web Server Details	no_candidate	docs/chm/windows-ce-3.0/wceinetWebServerDetails.html
concept_or_overview	wceinetWebServerRequirements	chm-windows-ce-3.0	Web Server Requirements	no_candidate	docs/chm/windows-ce-3.0/wceinetWebServerRequirements.html
concept_or_overview	wceinetWinInetFunctions	chm-windows-ce-3.0	WinInet Functions	no_candidate	docs/chm/windows-ce-3.0/wceinetWinInetFunctions.html
concept_or_overview	wceinetWinInetandtheOSIModel	chm-windows-ce-3.0	WinInet and the OSI Model	no_candidate	docs/chm/windows-ce-3.0/wceinetWinInetandtheOSIModel.html
concept_or_overview	wceinetWindowsCEASPComponentsandDependencies	chm-windows-ce-3.0	Windows CE ASP Components and Dependencies	no_candidate	docs/chm/windows-ce-3.0/wceinetWindowsCEASPComponentsandDependencies.html
