#symbol	book_count	per_book(book|kind|header|library)
MyFSD_GetFileAttributesW	3	chm-windows-ce-3.0|function|Fsdmgr.h|	mslearn-windows-ce-5.0|function|Fsdmgr.h|Fsdmgr.lib	mslearn-windows-embedded-ce-6.0|function||Fsdmgr.lib
MyFSD_GetFileInformationByHandle	3	chm-windows-ce-3.0|function|Fsdmgr.h|	mslearn-windows-ce-5.0|function|Fsdmgr.h|Fsdmgr.lib	mslearn-windows-embedded-ce-6.0|function||Fsdmgr.lib
MyFSD_GetFileSize	3	chm-windows-ce-3.0|function|Fsdmgr.h|	mslearn-windows-ce-5.0|function|Fsdmgr.h|Fsdmgr.lib	mslearn-windows-embedded-ce-6.0|function||Fsdmgr.lib
MyFSD_GetFileTime	3	chm-windows-ce-3.0|function|Fsdmgr.h|	mslearn-windows-ce-5.0|function|Fsdmgr.h|Fsdmgr.lib	mslearn-windows-embedded-ce-6.0|function||Fsdmgr.lib
MyFSD_GetVolumeInfo	2	mslearn-windows-ce-5.0|function|Fsdmgr.h|Fsdmgr.lib	mslearn-windows-embedded-ce-6.0|function||Fsdmgr.lib
MyFSD_LockFileEx	2	mslearn-windows-ce-5.0|function|Fsdmgr.h|Fsdmgr.lib	mslearn-windows-embedded-ce-6.0|function||Fsdmgr.lib
MyFSD_MountDisk	3	chm-windows-ce-3.0|function|Fsdmgr.h|	mslearn-windows-ce-5.0|function|Fsdmgr.h|Fsdmgr.lib	mslearn-windows-embedded-ce-6.0|function||Fsdmgr.lib
MyFSD_MoveFileW	3	chm-windows-ce-3.0|function|Fsdmgr.h|	mslearn-windows-ce-5.0|function|Fsdmgr.h|Fsdmgr.lib	mslearn-windows-embedded-ce-6.0|function||Fsdmgr.lib
MyFSD_Notify	3	chm-windows-ce-3.0|function||	mslearn-windows-ce-5.0|function|Fsdmgr.h|Fsdmgr.lib	mslearn-windows-embedded-ce-6.0|function||Fsdmgr.lib
MyFSD_ReadFile	3	chm-windows-ce-3.0|function|Fsdmgr.h|	mslearn-windows-ce-5.0|function|Fsdmgr.h|Fsdmgr.lib	mslearn-windows-embedded-ce-6.0|function||Fsdmgr.lib
MyFSD_ReadFileScatter	2	mslearn-windows-ce-5.0|unknown|FsdMgr.h|Fsdmgr.lib	mslearn-windows-embedded-ce-6.0|function||Fsdmgr.lib
MyFSD_ReadFileWithSeek	3	chm-windows-ce-3.0|function|Fsdmgr.h|	mslearn-windows-ce-5.0|function|Fsdmgr.h|Fsdmgr.lib	mslearn-windows-embedded-ce-6.0|function||Fsdmgr.lib
MyFSD_RegisterFileSystemFunction	2	chm-windows-ce-3.0|function|Fsdmgr.h|	mslearn-windows-ce-5.0|function|Fsdmgr.h|Fsdmgr.lib
MyFSD_RemoveDirectoryW	3	chm-windows-ce-3.0|function|Fsdmgr.h|	mslearn-windows-ce-5.0|function|Fsdmgr.h|Fsdmgr.lib	mslearn-windows-embedded-ce-6.0|function||Fsdmgr.lib
MyFSD_SetEndOfFile	3	chm-windows-ce-3.0|function|Fsdmgr.h|	mslearn-windows-ce-5.0|function|Fsdmgr.h|Fsdmgr.lib	mslearn-windows-embedded-ce-6.0|function||Fsdmgr.lib
MyFSD_SetFileAttributesW	3	chm-windows-ce-3.0|function|Fsdmgr.h|	mslearn-windows-ce-5.0|function|Fsdmgr.h|Fsdmgr.lib	mslearn-windows-embedded-ce-6.0|function||Fsdmgr.lib
MyFSD_SetFilePointer	3	chm-windows-ce-3.0|function|Fsdmgr.h|	mslearn-windows-ce-5.0|function|Fsdmgr.h|Fsdmgr.lib	mslearn-windows-embedded-ce-6.0|function||Fsdmgr.lib
MyFSD_SetFileTime	3	chm-windows-ce-3.0|function|Fsdmgr.h|	mslearn-windows-ce-5.0|function|Fsdmgr.h|Fsdmgr.lib	mslearn-windows-embedded-ce-6.0|function||Fsdmgr.lib
MyFSD_UnlockFileEx	2	mslearn-windows-ce-5.0|function|Fsdmgr.h|Fsdmgr.lib	mslearn-windows-embedded-ce-6.0|function||Fsdmgr.lib
MyFSD_UnmountDisk	3	chm-windows-ce-3.0|function|Fsdmgr.h|	mslearn-windows-ce-5.0|function|Fsdmgr.h|Fsdmgr.lib	mslearn-windows-embedded-ce-6.0|function||Fsdmgr.lib
MyFSD_WriteFile	3	chm-windows-ce-3.0|function|Fsdmgr.h|	mslearn-windows-ce-5.0|function|Fsdmgr.h|Fsdmgr.lib	mslearn-windows-embedded-ce-6.0|function||Fsdmgr.lib
MyFSD_WriteFileGather	2	mslearn-windows-ce-5.0|unknown|FsdMgr.h|Fsdmgr.lib	mslearn-windows-embedded-ce-6.0|function||Fsdmgr.lib
MyFSD_WriteFileWithSeek	3	chm-windows-ce-3.0|function|Fsdmgr.h|	mslearn-windows-ce-5.0|function|Fsdmgr.h|Fsdmgr.lib	mslearn-windows-embedded-ce-6.0|function||Fsdmgr.lib
MyServer	2	mslearn-windows-ce-5.0|interface_method|Voipmanager.h|Voipguid.lib	mslearn-windows-ce-net-4x|interface_method|Voipmanager.h|Voipguid.lib
MyStack	1	mslearn-windows-ce-5.0|class||
MyStruct	2	mslearn-windows-ce-5.0|struct||	mslearn-windows-embedded-ce-6.0|struct||
myStruct1	1	mslearn-windows-ce-5.0|struct||
MyURI	2	mslearn-windows-ce-5.0|interface_method|Voipmanager.h|Voipguid.lib	mslearn-windows-ce-net-4x|interface_method|Voipmanager.h|Voipguid.lib
Naked	1	mslearn-windows-ce-5.0|macro||
NAME	3	chm-windows-ce-3.0|macro||	mslearn-windows-ce-5.0|macro||	mslearn-windows-embedded-ce-6.0|macro||
NameProfile	2	mslearn-windows-ce-5.0|function|Cecap.h|Cecap.lib	mslearn-windows-embedded-ce-6.0|function||cecap.lib
Navigate	1	mslearn-windows-embedded-ce-6.0|interface_method||shdocvw.lib
Navigate2	1	mslearn-windows-embedded-ce-6.0|interface_method||shdocvw.lib
NavigateComplete2	2	mslearn-windows-ce-5.0|interface_method|webvw.h|wvuuid.lib	mslearn-windows-embedded-ce-6.0|interface_method||shdocvw.lib
NavigateError	1	mslearn-windows-embedded-ce-6.0|interface_method||shdocvw.lib
NavigateInControl	3	mslearn-windows-ce-5.0|interface_method|Mshtml.h|Mshtml.dll	mslearn-windows-ce-net-4x|interface_method|Mshtml.h|Mshtml.dll	mslearn-windows-embedded-ce-6.0|interface_method||mshtml.dll
NavigateOutControl	3	mslearn-windows-ce-5.0|interface_method|Mshtml.h|Mshtml.dll	mslearn-windows-ce-net-4x|interface_method|Mshtml.h|Mshtml.dll	mslearn-windows-embedded-ce-6.0|interface_method||mshtml.dll
nCeLogThreadPrio	1	chm-windows-ce-3.0|variable|Celog.h|
NcHitTestCode	2	mslearn-windows-ce-5.0|type|Nclientview.hpp|	mslearn-windows-embedded-ce-6.0|type||
NDIS_802_11_ANTENNA	3	mslearn-windows-ce-5.0|type|Ntddndis.h|	mslearn-windows-ce-net-4x|type|Ntddndis.h|	mslearn-windows-embedded-ce-6.0|type||
NDIS_802_11_AUTHENTICATION_MODE	3	mslearn-windows-ce-5.0|enum|Ntddndis.h|	mslearn-windows-ce-net-4x|enum|Ntddndis.h|	mslearn-windows-embedded-ce-6.0|enum||
NDIS_802_11_BSSID_LIST	2	mslearn-windows-ce-5.0|struct|Ntddndis.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_802_11_CONFIGURATION	2	mslearn-windows-ce-5.0|struct|Ntddndis.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_802_11_CONFIGURATION_FH	2	mslearn-windows-ce-5.0|struct|Ntddndis.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_802_11_FRAGMENTATION_THRESHOLD	3	mslearn-windows-ce-5.0|type|Ntddndis.h|	mslearn-windows-ce-net-4x|type|Ntddndis.h|	mslearn-windows-embedded-ce-6.0|type||
NDIS_802_11_KEY_INDEX	3	mslearn-windows-ce-5.0|type|Ntddndis.h|	mslearn-windows-ce-net-4x|type|Ntddndis.h|	mslearn-windows-embedded-ce-6.0|type||
NDIS_802_11_LSM_MODE	1	mslearn-windows-embedded-ce-6.0|enum||
NDIS_802_11_LSM_PARAMETERS	1	mslearn-windows-embedded-ce-6.0|enum||
NDIS_802_11_MAC_ADDRESS	3	mslearn-windows-ce-5.0|unknown|Ntddndis.h|	mslearn-windows-ce-net-4x|unknown|Ntddndis.h|	mslearn-windows-embedded-ce-6.0|unknown||
NDIS_802_11_NETWORK_INFRASTRUCTURE	3	mslearn-windows-ce-5.0|enum|Ntddndis.h|	mslearn-windows-ce-net-4x|enum|Ntddndis.h|	mslearn-windows-embedded-ce-6.0|enum||
NDIS_802_11_NETWORK_TYPE	3	mslearn-windows-ce-5.0|enum|Ntddndis.h|	mslearn-windows-ce-net-4x|enum|Ntddndis.h|	mslearn-windows-embedded-ce-6.0|enum||
NDIS_802_11_NETWORK_TYPE_LIST	2	mslearn-windows-ce-5.0|struct|Ntddndis.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_802_11_POWER_MODE	3	mslearn-windows-ce-5.0|enum|Ntddndis.h|	mslearn-windows-ce-net-4x|enum|Ntddndis.h|	mslearn-windows-embedded-ce-6.0|enum||
NDIS_802_11_PRIVACY_FILTER	3	mslearn-windows-ce-5.0|enum|Ntddndis.h|	mslearn-windows-ce-net-4x|enum|Ntddndis.h|	mslearn-windows-embedded-ce-6.0|enum||
NDIS_802_11_RADIO_POWER_STATE	1	mslearn-windows-embedded-ce-6.0|enum||
NDIS_802_11_RATES	3	mslearn-windows-ce-5.0|unknown|Ntddndis.h|	mslearn-windows-ce-net-4x|unknown|Ntddndis.h|	mslearn-windows-embedded-ce-6.0|unknown||
NDIS_802_11_RELOAD_DEFAULTS	3	mslearn-windows-ce-5.0|enum|Ntddndis.h|	mslearn-windows-ce-net-4x|enum|Ntddndis.h|	mslearn-windows-embedded-ce-6.0|enum||
NDIS_802_11_RSSI	3	mslearn-windows-ce-5.0|type|Ntddndis.h|	mslearn-windows-ce-net-4x|type|Ntddndis.h|	mslearn-windows-embedded-ce-6.0|type||
NDIS_802_11_RTS_THRESHOLD	3	mslearn-windows-ce-5.0|type|Ntddndis.h|	mslearn-windows-ce-net-4x|type|Ntddndis.h|	mslearn-windows-embedded-ce-6.0|type||
NDIS_802_11_SSID	2	mslearn-windows-ce-5.0|struct|Ntddndis.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_802_11_STATISTICS	2	mslearn-windows-ce-5.0|struct|Ntddndis.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_802_11_TX_POWER_LEVEL	3	mslearn-windows-ce-5.0|type|Ntddndis.h|	mslearn-windows-ce-net-4x|type|Ntddndis.h|	mslearn-windows-embedded-ce-6.0|type||
NDIS_802_11_WEP	2	mslearn-windows-ce-5.0|struct|Ntddndis.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_802_11_WEP_STATUS	3	mslearn-windows-ce-5.0|enum|Ntddndis.h|	mslearn-windows-ce-net-4x|enum|Ntddndis.h|	mslearn-windows-embedded-ce-6.0|enum||
NDIS_802_5_RING_STATE	3	mslearn-windows-ce-5.0|enum|Ntddndis.h|	mslearn-windows-ce-net-4x|enum|Ntddndis.h|	mslearn-windows-embedded-ce-6.0|enum||
NDIS_BUFFER	3	mslearn-windows-ce-5.0|type|Ndis.h|	mslearn-windows-ce-net-4x|type|Ndis.h|	mslearn-windows-embedded-ce-6.0|type||
NDIS_BUFFER_LINKAGE	3	chm-windows-ce-3.0|macro|Ndis.h|	mslearn-windows-ce-5.0|macro|Ndis.h|	mslearn-windows-embedded-ce-6.0|macro||
NDIS_BUFFER_TO_SPAN_PAGES	3	chm-windows-ce-3.0|macro|Ndis.h|	mslearn-windows-ce-5.0|macro|Ndis.h|	mslearn-windows-embedded-ce-6.0|macro||
NDIS_CONFIGURATION_PARAMETER	2	mslearn-windows-ce-5.0|struct|Ndis.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_ENCAPSULATION_FORMAT	3	mslearn-windows-ce-5.0|unknown|Ndis.h|	mslearn-windows-ce-net-4x|unknown|Ndis.h|	mslearn-windows-embedded-ce-6.0|unknown||
NDIS_ERROR_CODE	3	mslearn-windows-ce-5.0|macro|Ndis.h|	mslearn-windows-ce-net-4x|macro|Ndis.h|	mslearn-windows-embedded-ce-6.0|macro||
NDIS_GET_ORIGINAL_PACKET	2	mslearn-windows-ce-5.0|macro|Ndis.h|	mslearn-windows-embedded-ce-6.0|macro||
NDIS_GET_PACKET_CANCEL_ID	2	mslearn-windows-ce-5.0|macro|Ndis.h|	mslearn-windows-embedded-ce-6.0|macro||
NDIS_GET_PACKET_HEADER_SIZE	2	mslearn-windows-ce-5.0|macro|Ndis.h|	mslearn-windows-embedded-ce-6.0|macro||
NDIS_GET_PACKET_MEDIA_SPECIFIC_INFO	2	mslearn-windows-ce-5.0|macro|Ndis.h|	mslearn-windows-embedded-ce-6.0|macro||
NDIS_GET_PACKET_PROTOCOL_TYPE	2	mslearn-windows-ce-5.0|macro|Ndis.h|	mslearn-windows-embedded-ce-6.0|macro||
NDIS_GET_PACKET_STATUS	2	mslearn-windows-ce-5.0|macro|Ndis.h|	mslearn-windows-embedded-ce-6.0|macro||
NDIS_GET_PACKET_TIME_RECEIVED	2	mslearn-windows-ce-5.0|macro|Ndis.h|	mslearn-windows-embedded-ce-6.0|macro||
NDIS_GET_PACKET_TIME_SENT	2	mslearn-windows-ce-5.0|macro|Ndis.h|	mslearn-windows-embedded-ce-6.0|macro||
NDIS_GET_PACKET_TIME_TO_SEND	2	mslearn-windows-ce-5.0|macro|Ndis.h|	mslearn-windows-embedded-ce-6.0|macro||
NDIS_HANDLE	3	mslearn-windows-ce-5.0|type|Ndis.h|	mslearn-windows-ce-net-4x|type|Ndis.h|	mslearn-windows-embedded-ce-6.0|type||
NDIS_INIT_FUNCTION	2	mslearn-windows-ce-5.0|macro|Ndis.h|	mslearn-windows-embedded-ce-6.0|macro||
NDIS_INTERFACE_TYPE	3	mslearn-windows-ce-5.0|enum|Ndis.h|	mslearn-windows-ce-net-4x|enum|Ndis.h|	mslearn-windows-embedded-ce-6.0|enum||
NDIS_INTERRUPT_MODE	3	mslearn-windows-ce-5.0|type|Ndis.h|	mslearn-windows-ce-net-4x|type|Ndis.h|	mslearn-windows-embedded-ce-6.0|type||
NDIS_MAC_FRAGMENT	3	mslearn-windows-ce-5.0|struct|Ndis.h|	mslearn-windows-ce-net-4x|struct|Ndis.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_MAC_LINE_DOWN	2	mslearn-windows-ce-5.0|struct|Ndis.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_MAC_LINE_UP	2	mslearn-windows-ce-5.0|struct|Ndis.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_MEDIUM	3	mslearn-windows-ce-5.0|enum|Ntddndis.h|	mslearn-windows-ce-net-4x|enum|Ntddndis.h|	mslearn-windows-embedded-ce-6.0|enum||
NDIS_MINIPORT_CHARACTERISTICS	3	mslearn-windows-ce-5.0|struct|Ndis.h|	mslearn-windows-ce-net-4x|struct|Ndis.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_MINIPORT_DRIVER	2	mslearn-windows-ce-5.0|macro||	mslearn-windows-embedded-ce-6.0|macro||
NDIS_OID	3	mslearn-windows-ce-5.0|type|Ndis.h|	mslearn-windows-ce-net-4x|type|Ndis.h|	mslearn-windows-embedded-ce-6.0|type||
NDIS_OOB_DATA_FROM_PACKET	2	mslearn-windows-ce-5.0|macro|Ndis.h|	mslearn-windows-embedded-ce-6.0|macro||
NDIS_PACKET	3	chm-windows-ce-3.0|struct|Ndis.h|	mslearn-windows-ce-5.0|struct|Ndis.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_PACKET_8021Q_INFO	1	mslearn-windows-embedded-ce-6.0|unknown||
NDIS_PACKET_EXTENSION	2	mslearn-windows-ce-5.0|struct|Ndis.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_PACKET_EXTENSION_FROM_PACKET	2	mslearn-windows-ce-5.0|macro|Ndis.h|	mslearn-windows-embedded-ce-6.0|macro||
NDIS_PACKET_OOB_DATA	3	chm-windows-ce-3.0|struct|Ndis.h|	mslearn-windows-ce-5.0|struct|Ndis.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_PACKET_STACK	3	mslearn-windows-ce-5.0|struct|Ndis.h|	mslearn-windows-ce-net-4x|struct|Ndis.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_PARAMETER_TYPE	3	mslearn-windows-ce-5.0|enum|Ndis.h|	mslearn-windows-ce-net-4x|enum|Ndis.h|	mslearn-windows-embedded-ce-6.0|enum||
NDIS_PER_PACKET_INFO_FROM_PACKET	2	mslearn-windows-ce-5.0|macro|Ndis.h|	mslearn-windows-embedded-ce-6.0|macro||
NDIS_PHYSICAL_ADDRESS	3	mslearn-windows-ce-5.0|type|Ndis.h|	mslearn-windows-ce-net-4x|type|Ndis.h|	mslearn-windows-embedded-ce-6.0|type||
NDIS_PHYSICAL_ADDRESS_CONST	4	chm-windows-ce-3.0|macro|Ndis.h|	mslearn-windows-ce-5.0|macro|Ndis.h|	mslearn-windows-ce-net-4x|macro|Ndis.h|	mslearn-windows-embedded-ce-6.0|macro||
NDIS_PM_PACKET_PATTERN	3	mslearn-windows-ce-5.0|struct|Ntddndis.h|	mslearn-windows-ce-net-4x|struct|Ntddndis.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_PM_WAKE_UP_CAPABILITIES	3	mslearn-windows-ce-5.0|struct|Ntddndis.h|	mslearn-windows-ce-net-4x|struct|Ntddndis.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_PNP_CAPABILITIES	3	mslearn-windows-ce-5.0|struct|Ntddndis.h|	mslearn-windows-ce-net-4x|struct|Ntddndis.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_PROC	3	mslearn-windows-ce-5.0|unknown|Ndis.h|	mslearn-windows-ce-net-4x|unknown|Ndis.h|	mslearn-windows-embedded-ce-6.0|unknown||
NDIS_PROTOCOL_CHARACTERISTICS	4	chm-windows-ce-3.0|struct|Ndis.h|	mslearn-windows-ce-5.0|struct|Ndis.h|	mslearn-windows-ce-net-4x|struct|Ndis.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_REQUEST	4	chm-windows-ce-3.0|struct|Ndis.h|	mslearn-windows-ce-5.0|struct|Ndis.h|	mslearn-windows-ce-net-4x|struct|Ndis.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_SET_ORIGINAL_PACKET	3	mslearn-windows-ce-5.0|macro|Ndis.h|	mslearn-windows-ce-net-4x|macro|Ndis.h|	mslearn-windows-embedded-ce-6.0|macro||
NDIS_SET_PACKET_CANCEL_ID	3	mslearn-windows-ce-5.0|macro|Ndis.h|	mslearn-windows-ce-net-4x|macro|Ndis.h|	mslearn-windows-embedded-ce-6.0|macro||
NDIS_SET_PACKET_HEADER_SIZE	4	chm-windows-ce-3.0|macro|Ndis.h|	mslearn-windows-ce-5.0|macro|Ndis.h|	mslearn-windows-ce-net-4x|macro|Ndis.h|	mslearn-windows-embedded-ce-6.0|macro||
NDIS_SET_PACKET_MEDIA_SPECIFIC_INFO	4	chm-windows-ce-3.0|macro|Ndis.h|	mslearn-windows-ce-5.0|macro|Ndis.h|	mslearn-windows-ce-net-4x|macro|Ndis.h|	mslearn-windows-embedded-ce-6.0|macro||
NDIS_SET_PACKET_STATUS	4	chm-windows-ce-3.0|macro|Ndis.h|	mslearn-windows-ce-5.0|macro|Ndis.h|	mslearn-windows-ce-net-4x|macro|Ndis.h|	mslearn-windows-embedded-ce-6.0|macro||
NDIS_SET_PACKET_TIME_RECEIVED	4	chm-windows-ce-3.0|macro|Ndis.h|	mslearn-windows-ce-5.0|macro|Ndis.h|	mslearn-windows-ce-net-4x|macro|Ndis.h|	mslearn-windows-embedded-ce-6.0|macro||
NDIS_SET_PACKET_TIME_SENT	4	chm-windows-ce-3.0|macro|Ndis.h|	mslearn-windows-ce-5.0|macro|Ndis.h|	mslearn-windows-ce-net-4x|macro|Ndis.h|	mslearn-windows-embedded-ce-6.0|macro||
NDIS_SET_PACKET_TIME_TO_SEND	4	chm-windows-ce-3.0|macro|Ndis.h|	mslearn-windows-ce-5.0|macro|Ndis.h|	mslearn-windows-ce-net-4x|macro|Ndis.h|	mslearn-windows-embedded-ce-6.0|macro||
NDIS_STATUS	3	mslearn-windows-ce-5.0|type|Ndis.h|	mslearn-windows-ce-net-4x|type|Ndis.h|	mslearn-windows-embedded-ce-6.0|type||
NDIS_STRING	3	mslearn-windows-ce-5.0|type|Ndis.h|	mslearn-windows-ce-net-4x|type|Ndis.h|	mslearn-windows-embedded-ce-6.0|type||
NDIS_TAPI_ACCEPT	3	mslearn-windows-ce-5.0|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-ce-net-4x|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_TAPI_ANSWER	3	mslearn-windows-ce-5.0|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-ce-net-4x|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_TAPI_CLOSE	3	mslearn-windows-ce-5.0|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-ce-net-4x|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_TAPI_CLOSE_CALL	3	mslearn-windows-ce-5.0|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-ce-net-4x|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_TAPI_CONDITIONAL_MEDIA_DETECTION	3	mslearn-windows-ce-5.0|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-ce-net-4x|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_TAPI_CONFIG_DIALOG	3	mslearn-windows-ce-5.0|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-ce-net-4x|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_TAPI_DEV_SPECIFIC	3	mslearn-windows-ce-5.0|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-ce-net-4x|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_TAPI_DIAL	3	mslearn-windows-ce-5.0|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-ce-net-4x|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_TAPI_DROP	3	mslearn-windows-ce-5.0|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-ce-net-4x|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_TAPI_EVENT	3	mslearn-windows-ce-5.0|struct|Ndistapi.h|	mslearn-windows-ce-net-4x|struct|Ndistapi.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_TAPI_GET_ADDRESS_CAPS	3	mslearn-windows-ce-5.0|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-ce-net-4x|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_TAPI_GET_ADDRESS_ID	3	mslearn-windows-ce-5.0|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-ce-net-4x|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_TAPI_GET_ADDRESS_STATUS	3	mslearn-windows-ce-5.0|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-ce-net-4x|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_TAPI_GET_CALL_ADDRESS_ID	3	mslearn-windows-ce-5.0|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-ce-net-4x|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_TAPI_GET_CALL_INFO	3	mslearn-windows-ce-5.0|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-ce-net-4x|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_TAPI_GET_CALL_STATUS	3	mslearn-windows-ce-5.0|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-ce-net-4x|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_TAPI_GET_DEV_CAPS	3	mslearn-windows-ce-5.0|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-ce-net-4x|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_TAPI_GET_DEV_CONFIG	3	mslearn-windows-ce-5.0|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-ce-net-4x|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_TAPI_GET_EXTENSION_ID	3	mslearn-windows-ce-5.0|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-ce-net-4x|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_TAPI_GET_ID	3	mslearn-windows-ce-5.0|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-ce-net-4x|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_TAPI_GET_LINE_DEV_STATUS	3	mslearn-windows-ce-5.0|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-ce-net-4x|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_TAPI_MAKE_CALL	3	mslearn-windows-ce-5.0|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-ce-net-4x|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_TAPI_NEGOTIATE_EXT_VERSION	3	mslearn-windows-ce-5.0|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-ce-net-4x|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_TAPI_OPEN	3	mslearn-windows-ce-5.0|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-ce-net-4x|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_TAPI_PROVIDER_INITIALIZE	3	mslearn-windows-ce-5.0|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-ce-net-4x|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_TAPI_PROVIDER_SHUTDOWN	3	mslearn-windows-ce-5.0|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-ce-net-4x|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_TAPI_SECURE_CALL	3	mslearn-windows-ce-5.0|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-ce-net-4x|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_TAPI_SELECT_EXT_VERSION	3	mslearn-windows-ce-5.0|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-ce-net-4x|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-embedded-ce-6.0|struct||
NDIS_TAPI_SEND_USER_USER_INFO	3	mslearn-windows-ce-5.0|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-ce-net-4x|struct|Ntddndis.h and Ndistapi.h|	mslearn-windows-embedded-ce-6.0|struct||
