#symbol	book_count	per_book(book|kind|header|library)
CeCopyFile (RAPI)	3	chm-windows-ce-3.0|function|Rapi.h|	mslearn-windows-ce-5.0|function|Rapi.h|Rapi.lib	mslearn-windows-embedded-ce-6.0|function||rapi.lib
CeCreateDatabase	3	chm-windows-ce-3.0|function|Windbase.h|Fsdbase.lib	mslearn-windows-ce-net-4x|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeCreateDatabase (CEDB)	2	mslearn-windows-ce-5.0|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeCreateDatabase (RAPI)	3	chm-windows-ce-3.0|function|Rapi.h|	mslearn-windows-ce-5.0|function|Rapi.h|Rapi.lib	mslearn-windows-embedded-ce-6.0|function||rapi.lib
CeCreateDatabaseEx	3	chm-windows-ce-3.0|function|Windbase.h|Fsdbase.lib	mslearn-windows-ce-net-4x|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeCreateDatabaseEx (CEDB)	2	mslearn-windows-ce-5.0|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeCreateDatabaseEx (RAPI)	3	chm-windows-ce-3.0|function|Rapi.h|	mslearn-windows-ce-5.0|function|Rapi.h|Rapi.lib	mslearn-windows-embedded-ce-6.0|function||rapi.lib
CeCreateDatabaseEx2	1	mslearn-windows-ce-net-4x|function|Windbase.h|Coredll.lib
CeCreateDatabaseEx2 (CEDB)	2	mslearn-windows-ce-5.0|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeCreateDatabaseEx2 (EDB)	2	mslearn-windows-ce-5.0|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeCreateDatabaseWithProps (EDB)	2	mslearn-windows-ce-5.0|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeCreateDirectory	1	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeCreateDirectory (RAPI)	3	chm-windows-ce-3.0|function|Rapi.h|	mslearn-windows-ce-5.0|function|Rapi.h|Rapi.lib	mslearn-windows-embedded-ce-6.0|function||rapi.lib
CeCreateFile	1	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeCreateFile (RAPI)	3	chm-windows-ce-3.0|function|Rapi.h|	mslearn-windows-ce-5.0|function|Rapi.h|Rapi.lib	mslearn-windows-embedded-ce-6.0|function||rapi.lib
CeCreateProcess	1	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeCreateProcess (RAPI)	3	chm-windows-ce-3.0|function|Rapi.h|	mslearn-windows-ce-5.0|function|Rapi.h|Rapi.lib	mslearn-windows-embedded-ce-6.0|function||rapi.lib
CeCreateSession (EDB)	2	mslearn-windows-ce-5.0|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeCreateTokenFromAccount	1	mslearn-windows-embedded-ce-6.0|macro||
CeCredFree	2	mslearn-windows-ce-5.0|function|Credmgr.h|Secur32.lib	mslearn-windows-embedded-ce-6.0|function||secur32.lib
CeCredRead	2	mslearn-windows-ce-5.0|function|Credmgr.h|Secur32.lib	mslearn-windows-embedded-ce-6.0|function||secur32.lib
CeCredWrite	2	mslearn-windows-ce-5.0|function|Credmgr.h|Secur32.lib	mslearn-windows-embedded-ce-6.0|function||secur32.lib
CEDB_FIND_DATA	3	chm-windows-ce-3.0|struct|Rapi.h|	mslearn-windows-ce-5.0|struct|Rapi.h|	mslearn-windows-embedded-ce-6.0|struct||
CEDBASEINFO	3	chm-windows-ce-3.0|struct|Windbase.h|	mslearn-windows-ce-net-4x|struct|Windbase.h|	mslearn-windows-embedded-ce-6.0|struct||
CEDBASEINFO (CEDB)	2	mslearn-windows-ce-5.0|struct|Windbase.h|	mslearn-windows-embedded-ce-6.0|struct||
CEDBASEINFOEX	1	mslearn-windows-ce-net-4x|struct|Windbase.h|
CEDBASEINFOEX (CEDB)	2	mslearn-windows-ce-5.0|struct|Windbase.h|	mslearn-windows-embedded-ce-6.0|struct||
CEDBASEINFOEX (EDB)	2	mslearn-windows-ce-5.0|struct|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|struct||coredll.lib
CeDeleteDatabase	3	chm-windows-ce-3.0|function|Windbase.h|Fsdbase.lib	mslearn-windows-ce-net-4x|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeDeleteDatabase (CEDB)	2	mslearn-windows-ce-5.0|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeDeleteDatabase (EDB)	2	mslearn-windows-ce-5.0|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeDeleteDatabase (RAPI)	3	chm-windows-ce-3.0|function|Rapi.h|	mslearn-windows-ce-5.0|function|Rapi.h|Rapi.lib	mslearn-windows-embedded-ce-6.0|function||rapi.lib
CeDeleteDatabaseEx	3	chm-windows-ce-3.0|function|Windbase.h|Fsdbase.lib	mslearn-windows-ce-net-4x|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeDeleteDatabaseEx (CEDB)	2	mslearn-windows-ce-5.0|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeDeleteDatabaseEx (EDB)	1	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeDeleteDatabaseEx (RAPI)	3	chm-windows-ce-3.0|function|Rapi.h|	mslearn-windows-ce-5.0|function|Rapi.h|Rapi.lib	mslearn-windows-embedded-ce-6.0|function||rapi.lib
CeDeleteFile	1	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeDeleteFile (RAPI)	3	chm-windows-ce-3.0|function|Rapi.h|	mslearn-windows-ce-5.0|function|Rapi.h|Rapi.lib	mslearn-windows-embedded-ce-6.0|function||rapi.lib
CeDeleteRecord	3	chm-windows-ce-3.0|function|Windbase.h|Fsdbase.lib	mslearn-windows-ce-net-4x|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeDeleteRecord (CEDB)	2	mslearn-windows-ce-5.0|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeDeleteRecord (EDB)	2	mslearn-windows-ce-5.0|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeDeleteRecord (RAPI)	3	chm-windows-ce-3.0|function|Rapi.h|	mslearn-windows-ce-5.0|function|Rapi.h|Rapi.lib	mslearn-windows-embedded-ce-6.0|function||rapi.lib
CEDevice	3	mslearn-windows-ce-5.0|unknown||	mslearn-windows-ce-net-4x|unknown||	mslearn-windows-embedded-ce-6.0|unknown||
CEDEVICE_POWER_STATE	3	mslearn-windows-ce-5.0|enum|Pm.h|	mslearn-windows-ce-net-4x|enum|Pm.h|	mslearn-windows-embedded-ce-6.0|enum||
CEDIRINFO	4	chm-windows-ce-3.0|struct|Winbase.h|	mslearn-windows-ce-5.0|struct|Windbase.h|	mslearn-windows-ce-net-4x|struct|Windbase.h|	mslearn-windows-embedded-ce-6.0|struct||
CEDIRINFO (RAPI)	1	mslearn-windows-embedded-ce-6.0|struct||
CeDriverDuplicateCallerHandle	1	mslearn-windows-embedded-ce-6.0|function||CEDDK.lib
CeDriverMapCallbackFunction	1	mslearn-windows-embedded-ce-6.0|function||CEDDK.lib
CeDriverPerformCallback	1	mslearn-windows-embedded-ce-6.0|function||CEDDK.lib
CeEndSyncSession (EDB)	1	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeEndTransaction (EDB)	2	mslearn-windows-ce-5.0|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeEnumDBVolumes	3	chm-windows-ce-3.0|function|Windbase.h|Fsdbase.lib	mslearn-windows-ce-net-4x|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeEnumDBVolumes (CEDB)	2	mslearn-windows-ce-5.0|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeEnumDBVolumes (EDB)	2	mslearn-windows-ce-5.0|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeEnumDBVolumes (RAPI)	3	chm-windows-ce-3.0|function|Rapi.h|	mslearn-windows-ce-5.0|function|Rapi.h|Rapi.lib	mslearn-windows-embedded-ce-6.0|unknown||rapi.lib
CeEventHasOccurred	3	mslearn-windows-ce-5.0|function|Notify.h|Coredll.lib	mslearn-windows-ce-net-4x|function|Notify.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CEFILEINFO	4	chm-windows-ce-3.0|struct|Winbase.h|	mslearn-windows-ce-5.0|struct|Windbase.h|	mslearn-windows-ce-net-4x|struct|Windbase.h|	mslearn-windows-embedded-ce-6.0|struct||
CEFILEINFO (RAPI)	1	mslearn-windows-embedded-ce-6.0|struct||
CeFindAllDatabases	1	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeFindAllDatabases (RAPI)	3	chm-windows-ce-3.0|function|Rapi.h|	mslearn-windows-ce-5.0|function|Rapi.h|Rapi.lib	mslearn-windows-embedded-ce-6.0|function||rapi.lib
CeFindAllFiles	1	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeFindAllFiles (RAPI)	3	chm-windows-ce-3.0|function|Rapi.h|	mslearn-windows-ce-5.0|function|Rapi.h|Rapi.lib	mslearn-windows-embedded-ce-6.0|function||rapi.lib
CeFindClose	1	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeFindClose (RAPI)	3	chm-windows-ce-3.0|function|Rapi.h|	mslearn-windows-ce-5.0|function|Rapi.h|Rapi.lib	mslearn-windows-embedded-ce-6.0|function||rapi.lib
CeFindCloseRegChange	2	mslearn-windows-ce-5.0|function|Winreg.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeFindFirstDatabase	3	chm-windows-ce-3.0|function|Windbase.h|Fsdbase.lib	mslearn-windows-ce-net-4x|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeFindFirstDatabase (CEDB)	2	mslearn-windows-ce-5.0|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeFindFirstDatabase (RAPI)	3	chm-windows-ce-3.0|function|Rapi.h|	mslearn-windows-ce-5.0|function|Rapi.h|Rapi.lib	mslearn-windows-embedded-ce-6.0|function||rapi.lib
CeFindFirstDatabaseEx	3	chm-windows-ce-3.0|function|Windbase.h|Fsdbase.lib	mslearn-windows-ce-net-4x|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeFindFirstDatabaseEx (CEDB)	2	mslearn-windows-ce-5.0|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeFindFirstDatabaseEx (EDB)	2	mslearn-windows-ce-5.0|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeFindFirstDatabaseEx (RAPI)	3	chm-windows-ce-3.0|function|Rapi.h|	mslearn-windows-ce-5.0|function|Rapi.h|Rapi.lib	mslearn-windows-embedded-ce-6.0|function||rapi.lib
CeFindFirstFile	1	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeFindFirstFile (RAPI)	3	chm-windows-ce-3.0|function|Rapi.h|	mslearn-windows-ce-5.0|function|Rapi.h|Rapi.lib	mslearn-windows-embedded-ce-6.0|function||rapi.lib
CeFindFirstRegChange	2	mslearn-windows-ce-5.0|function|Winreg.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeFindNextChangedRecord	1	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeFindNextDatabase	3	chm-windows-ce-3.0|function|Windbase.h|Fsdbase.lib	mslearn-windows-ce-net-4x|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeFindNextDatabase (CEDB)	2	mslearn-windows-ce-5.0|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeFindNextDatabase (RAPI)	3	chm-windows-ce-3.0|function|Rapi.h|	mslearn-windows-ce-5.0|function|Rapi.h|Rapi.lib	mslearn-windows-embedded-ce-6.0|function||rapi.lib
CeFindNextDatabaseEx	3	chm-windows-ce-3.0|function|Windbase.h|Fsdbase.lib	mslearn-windows-ce-net-4x|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeFindNextDatabaseEx (CEDB)	2	mslearn-windows-ce-5.0|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeFindNextDatabaseEx (EDB)	2	mslearn-windows-ce-5.0|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeFindNextDatabaseEx (RAPI)	3	chm-windows-ce-3.0|function|Rapi.h|	mslearn-windows-ce-5.0|function|Rapi.h|Rapi.lib	mslearn-windows-embedded-ce-6.0|function||rapi.lib
CeFindNextFile	1	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeFindNextFile (RAPI)	3	chm-windows-ce-3.0|function|Rapi.h|	mslearn-windows-ce-5.0|function|Rapi.h|Rapi.lib	mslearn-windows-embedded-ce-6.0|unknown||rapi.lib
CeFindNextRegChange	2	mslearn-windows-ce-5.0|function|Winreg.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeFlushAsynchronousBuffer	1	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeFlushDBVol	3	chm-windows-ce-3.0|function|Windbase.h|Fsdbase.lib	mslearn-windows-ce-net-4x|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeFlushDBVol (CEDB)	2	mslearn-windows-ce-5.0|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeFlushDBVol (EDB)	2	mslearn-windows-ce-5.0|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeFlushDBVol (RAPI)	1	mslearn-windows-embedded-ce-6.0|function||rapi.lib
CeFreeAsynchronousBuffer	1	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeFreeDuplicateBuffer	1	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeFreeNotification	2	chm-windows-ce-3.0|function|Windbase.h|Fsdbase.lib	mslearn-windows-ce-net-4x|function|Windbase.h|Coredll.lib
CeFreeNotification (CEDB)	2	mslearn-windows-ce-5.0|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeFreeNotification (EDB)	2	mslearn-windows-ce-5.0|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeFsIoControl	2	mslearn-windows-ce-5.0|function|Winbase.h|Device.lib	mslearn-windows-embedded-ce-6.0|function||Device.lib
CeGenRandom	3	mslearn-windows-ce-5.0|function|Winbase.h|Coredll.lib	mslearn-windows-ce-net-4x|function|pwinreg.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeGetCacheInfo	2	mslearn-windows-ce-5.0|function|Pkfuncs.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeGetCallerTrust	3	chm-windows-ce-3.0|function|Winbase.h|Nk.lib	mslearn-windows-ce-5.0|function|Kfuncs.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeGetCanonicalPathName	2	mslearn-windows-ce-5.0|function|Winbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeGetChangedRecordCnt (EDB)	1	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeGetChangedRecords (EDB)	1	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeGetClassName	1	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeGetClassName (RAPI)	3	chm-windows-ce-3.0|function|Rapi.h|	mslearn-windows-ce-5.0|function|Rapi.h|Rapi.lib	mslearn-windows-embedded-ce-6.0|function||rapi.lib
CeGetCurrentTrust	3	chm-windows-ce-3.0|function|Windbase.h|Nk.lib	mslearn-windows-ce-5.0|function|Kfuncs.h|Nk.lib	mslearn-windows-embedded-ce-6.0|function||Nk.lib
CeGetCustomTrackingData (EDB)	1	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeGetDatabaseProps (EDB)	2	mslearn-windows-ce-5.0|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeGetDatabaseSession (EDB)	2	mslearn-windows-ce-5.0|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeGetDBInformationByHandle	1	mslearn-windows-ce-net-4x|function|Windbase.h|Coredll.lib
CeGetDBInformationByHandle (CEDB)	2	mslearn-windows-ce-5.0|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeGetDBInformationByHandle (EDB)	2	mslearn-windows-ce-5.0|function|Windbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeGetDesktopDeviceCaps	1	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeGetDesktopDeviceCaps (RAPI)	3	chm-windows-ce-3.0|function|Rapi.h|	mslearn-windows-ce-5.0|function|Rapi.h|Rapi.lib	mslearn-windows-embedded-ce-6.0|function||rapi.lib
CeGetDeviceId	3	chm-windows-ce-3.0|function||	mslearn-windows-ce-5.0|function|Ceutil.h|Ceutil.lib	mslearn-windows-embedded-ce-6.0|function||ceutil.lib
CeGetDevMgmtPackageList	3	mslearn-windows-ce-5.0|function|Devmgmt.h|	mslearn-windows-ce-net-4x|function|Devmgmt.h|	mslearn-windows-embedded-ce-6.0|function||
CeGetDiskFreeSpaceEx	1	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeGetDiskFreeSpaceEx (RAPI)	1	mslearn-windows-embedded-ce-6.0|unknown||rapi.lib
CeGetFileAttributes	1	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeGetFileAttributes (RAPI)	3	chm-windows-ce-3.0|function|Rapi.h|	mslearn-windows-ce-5.0|function|Rapi.h|Rapi.lib	mslearn-windows-embedded-ce-6.0|function||rapi.lib
CeGetFileNotificationInfo	3	mslearn-windows-ce-5.0|function|Winbase.h|Coredll.lib	mslearn-windows-ce-net-4x|function|Winbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeGetFileSize	1	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeGetFileSize (RAPI)	3	chm-windows-ce-3.0|function|Rapi.h|	mslearn-windows-ce-5.0|function|Rapi.h|Rapi.lib	mslearn-windows-embedded-ce-6.0|function||rapi.lib
CeGetFileTime	1	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeGetFileTime (RAPI)	3	chm-windows-ce-3.0|function|Rapi.h|	mslearn-windows-ce-5.0|function|Rapi.h|Rapi.lib	mslearn-windows-embedded-ce-6.0|function||rapi.lib
CeGetLastError	1	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeGetLastError (RAPI)	3	chm-windows-ce-3.0|function|Rapi.h|	mslearn-windows-ce-5.0|function|Rapi.h|Rapi.lib	mslearn-windows-embedded-ce-6.0|unknown||rapi.lib
CeGetPropChangeInfo (EDB)	1	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeGetRandomSeed	3	chm-windows-ce-3.0|function|Winbase.h|Nk.lib	mslearn-windows-ce-5.0|function|Pkfuncs.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeGetRawTime	1	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeGetRawTimeOffset	1	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeGetRecordChangeInfo (EDB)	1	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeGetReplChangeBitsEx	3	chm-windows-ce-3.0|function|Windbase.h|coredll.lib	mslearn-windows-ce-5.0|function|Pwindbas.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeGetReplChangeMask	3	chm-windows-ce-3.0|function|Windbase.h|coredll.lib	mslearn-windows-ce-5.0|function|Pwindbas.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeGetReplOtherBitsEx	3	chm-windows-ce-3.0|function|Windbase.h|coredll.lib	mslearn-windows-ce-5.0|function|Pwindbas.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeGetSelectedDeviceId	3	chm-windows-ce-3.0|function||	mslearn-windows-ce-5.0|function|Ceutil.h|Ceutil.lib	mslearn-windows-embedded-ce-6.0|function||ceutil.lib
CeGetSpecialFolderPath	1	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeGetSpecialFolderPath (RAPI)	3	chm-windows-ce-3.0|function|Rapi.h|	mslearn-windows-ce-5.0|function|Rapi.h|Rapi.lib	mslearn-windows-embedded-ce-6.0|function||rapi.lib
CeGetStoreInformation	1	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeGetStoreInformation (RAPI)	3	chm-windows-ce-3.0|function|Rapi.h|	mslearn-windows-ce-5.0|function|Rapi.h|Rapi.lib	mslearn-windows-embedded-ce-6.0|function||rapi.lib
CeGetSystemInfo	1	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeGetSystemInfo (RAPI)	3	chm-windows-ce-3.0|function|Rapi.h|	mslearn-windows-ce-5.0|function|Rapi.h|Rapi.lib	mslearn-windows-embedded-ce-6.0|function||rapi.lib
CeGetSystemMetrics	1	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeGetSystemMetrics (RAPI)	2	mslearn-windows-ce-5.0|function|Rapi.h|Rapi.lib	mslearn-windows-embedded-ce-6.0|function||rapi.lib
CeGetSystemPowerStatusEx	1	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeGetSystemPowerStatusEx (RAPI)	3	chm-windows-ce-3.0|function|Rapi.h|	mslearn-windows-ce-5.0|function|Rapi.h|Rapi.lib	mslearn-windows-embedded-ce-6.0|function||rapi.lib
CeGetTempPath	1	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeGetTempPath (RAPI)	3	chm-windows-ce-3.0|function|Rapi.h|	mslearn-windows-ce-5.0|function|Rapi.h|Rapi.lib	mslearn-windows-embedded-ce-6.0|function||rapi.lib
CeGetThreadPriority	3	chm-windows-ce-3.0|function|Winbase.h|Nk.lib	mslearn-windows-ce-5.0|function|Winbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeGetThreadQuantum	3	chm-windows-ce-3.0|function|Winbase.h|Nk.lib	mslearn-windows-ce-5.0|function|Winbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeGetUserNotification	3	chm-windows-ce-3.0|function|Notify.h|Notify.lib	mslearn-windows-ce-5.0|function|Notify.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeGetUserNotificationHandles	3	chm-windows-ce-3.0|function|Notify.h|Notify.lib	mslearn-windows-ce-5.0|function|Notify.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeGetUserNotificationPreferences	3	chm-windows-ce-3.0|function|Notify.h|Notify.lib	mslearn-windows-ce-5.0|function|Notify.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeGetVersionEx	1	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeGetVersionEx (RAPI)	3	chm-windows-ce-3.0|function|Rapi.h|	mslearn-windows-ce-5.0|function|Rapi.h|Rapi.lib	mslearn-windows-embedded-ce-6.0|function||rapi.lib
CeGetVolumeInfo	2	mslearn-windows-ce-5.0|function|Storemgr.h|Storeapi.lib	mslearn-windows-embedded-ce-6.0|function||Storeapi.lib
CeGetWindow	1	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeGetWindow (RAPI)	3	chm-windows-ce-3.0|function|Rapi.h|	mslearn-windows-ce-5.0|function|Rapi.h|Rapi.lib	mslearn-windows-embedded-ce-6.0|function||rapi.lib
CeGetWindowLong	1	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeGetWindowLong (RAPI)	3	chm-windows-ce-3.0|function|Rapi.h|	mslearn-windows-ce-5.0|function|Rapi.h|Rapi.lib	mslearn-windows-embedded-ce-6.0|function||rapi.lib
CeGetWindowText	1	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeGetWindowText (RAPI)	3	chm-windows-ce-3.0|function|Rapi.h|	mslearn-windows-ce-5.0|function|Rapi.h|Rapi.lib	mslearn-windows-embedded-ce-6.0|function||rapi.lib
CeGlobalMemoryStatus	1	mslearn-windows-embedded-ce-6.0|interface_method||ole32.lib,rapiuuid.lib
CeGlobalMemoryStatus (RAPI)	3	chm-windows-ce-3.0|function|Rapi.h|	mslearn-windows-ce-5.0|function|Rapi.h|Rapi.lib	mslearn-windows-embedded-ce-6.0|function||rapi.lib
CEGUID	1	mslearn-windows-embedded-ce-6.0|struct||
CeHandleAppNotifications	3	chm-windows-ce-3.0|function|Notify.h|Notify.lib	mslearn-windows-ce-5.0|function|Notify.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
CeHeapCreate	2	mslearn-windows-ce-5.0|function|Winbase.h|Coredll.lib	mslearn-windows-embedded-ce-6.0|function||coredll.lib
ceil	1	mslearn-windows-ce-5.0|function|stdlib.h|coredll.dll
CeImpersonateCurrentProcess	1	mslearn-windows-embedded-ce-6.0|function||coredll.dll
CEL_BOOT_TIME	1	mslearn-windows-embedded-ce-6.0|struct||
CEL_CRITSEC_DELETE	2	mslearn-windows-ce-5.0|struct|Celog.h|	mslearn-windows-embedded-ce-6.0|struct||
CEL_CRITSEC_ENTER	4	chm-windows-ce-3.0|struct|Celog.h|	mslearn-windows-ce-5.0|struct|Celog.h|	mslearn-windows-ce-net-4x|struct|Celog.h|	mslearn-windows-embedded-ce-6.0|struct||
CEL_CRITSEC_INIT	2	mslearn-windows-ce-5.0|struct|Celog.h|	mslearn-windows-embedded-ce-6.0|struct||
CEL_CRITSEC_LEAVE	4	chm-windows-ce-3.0|struct|Celog.h|	mslearn-windows-ce-5.0|struct|Celog.h|	mslearn-windows-ce-net-4x|struct|Celog.h|	mslearn-windows-embedded-ce-6.0|struct||
CEL_DATA_LOSS	4	chm-windows-ce-3.0|struct|Celog.h|	mslearn-windows-ce-5.0|struct|Celog.h|	mslearn-windows-ce-net-4x|struct|Celog.h|	mslearn-windows-embedded-ce-6.0|struct||
