2	Windows CE .NET :: Product Documentation :: Application Development :: Component Services (COM and DCOM) :: COM Reference :: COM Interfaces :: IObjectSafety
3	Windows CE .NET :: Product Documentation :: Application Development :: Component Services (COM and DCOM) :: COM Reference :: COM Interfaces :: IOleItemContainer
11	Windows CE .NET :: Product Documentation :: Application Development :: Component Services (COM and DCOM) :: COM Reference :: COM Interfaces :: IOleLink
1	Windows CE .NET :: Product Documentation :: Application Development :: Component Services (COM and DCOM) :: COM Reference :: COM Interfaces :: IParseDisplayName
2	Windows CE .NET :: Product Documentation :: Application Development :: Component Services (COM and DCOM) :: COM Reference :: COM Interfaces :: IPersistFile
3	Windows CE .NET :: Product Documentation :: Application Development :: Component Services (COM and DCOM) :: COM Reference :: COM Interfaces :: IPersistPropertyBag
2	Windows CE .NET :: Product Documentation :: Application Development :: Component Services (COM and DCOM) :: COM Reference :: COM Interfaces :: IPropertyBag
3	Windows CE .NET :: Product Documentation :: Application Development :: Component Services (COM and DCOM) :: COM Reference :: COM Interfaces :: IUnknown
1	Windows CE .NET :: Product Documentation :: Application Development :: Component Services (COM and DCOM) :: COM Reference :: COM Interfaces :: IViewObject2
5	Windows CE .NET :: Product Documentation :: Application Development :: Component Services (COM and DCOM) :: COM Reference :: COM Interfaces :: IViewObjectEx
19	Windows CE .NET :: Product Documentation :: Application Development :: Component Services (COM and DCOM) :: COM Reference :: COM Structures and Enumerations
8	Windows CE .NET :: Product Documentation :: Application Development :: Component Services (COM and DCOM) :: COM Registry Settings
4	Windows CE .NET :: Product Documentation :: Application Development :: Component Services (COM and DCOM) :: COM Security
82	Windows CE .NET :: Product Documentation :: Application Development :: Component Services (COM and DCOM) :: OLE Reference :: OLE Functions
5	Windows CE .NET :: Product Documentation :: Application Development :: Component Services (COM and DCOM) :: OLE Reference :: OLE Interfaces :: IAdviseSink
6	Windows CE .NET :: Product Documentation :: Application Development :: Component Services (COM and DCOM) :: OLE Reference :: OLE Interfaces :: IOleAdviseHolder
6	Windows CE .NET :: Product Documentation :: Application Development :: Component Services (COM and DCOM) :: OLE Reference :: OLE Interfaces :: IOleClientSite
21	Windows CE .NET :: Product Documentation :: Application Development :: Component Services (COM and DCOM) :: OLE Reference :: OLE Interfaces :: IOleObject
6	Windows CE .NET :: Product Documentation :: Application Development :: Component Services (COM and DCOM) :: OLE Reference :: OLE Interfaces :: IViewObject
6	Windows CE .NET :: Product Documentation :: Application Development :: Component Services (COM and DCOM) :: OLE Reference :: OLE Structures
7	Windows CE .NET :: Product Documentation :: Application Development :: Component Services (COM and DCOM) :: Storage Reference :: Storage Enumerations
8	Windows CE .NET :: Product Documentation :: Application Development :: Component Services (COM and DCOM) :: Storage Reference :: Storage Functions
7	Windows CE .NET :: Product Documentation :: Application Development :: Component Services (COM and DCOM) :: Storage Reference :: Storage Interfaces :: ILockBytes
17	Windows CE .NET :: Product Documentation :: Application Development :: Component Services (COM and DCOM) :: Storage Reference :: Storage Structures
2	Windows CE .NET :: Product Documentation :: Application Development :: Control Point API
7	Windows CE .NET :: Product Documentation :: Application Development :: Control Point API :: Control Point API Reference :: Control Point API Interfaces :: IUPnPDescriptionDocument
1	Windows CE .NET :: Product Documentation :: Application Development :: Control Point API :: Control Point API Reference :: Control Point API Interfaces :: IUPnPDescriptionDocumentCallback
19	Windows CE .NET :: Product Documentation :: Application Development :: Control Point API :: Control Point API Reference :: Control Point API Interfaces :: IUPnPDevice
5	Windows CE .NET :: Product Documentation :: Application Development :: Control Point API :: Control Point API Reference :: Control Point API Interfaces :: IUPnPDeviceFinder
3	Windows CE .NET :: Product Documentation :: Application Development :: Control Point API :: Control Point API Reference :: Control Point API Interfaces :: IUPnPDeviceFinderCallback
3	Windows CE .NET :: Product Documentation :: Application Development :: Control Point API :: Control Point API Reference :: Control Point API Interfaces :: IUPnPDevices
6	Windows CE .NET :: Product Documentation :: Application Development :: Control Point API :: Control Point API Reference :: Control Point API Interfaces :: IUPnPService
2	Windows CE .NET :: Product Documentation :: Application Development :: Control Point API :: Control Point API Reference :: Control Point API Interfaces :: IUPnPServiceCallback
3	Windows CE .NET :: Product Documentation :: Application Development :: Control Point API :: Control Point API Reference :: Control Point API Interfaces :: IUPnPServices
2	Windows CE .NET :: Product Documentation :: Application Development :: Control Point API :: Device Control
4	Windows CE .NET :: Product Documentation :: Application Development :: Control Point API :: Device Location
3	Windows CE .NET :: Product Documentation :: Application Development :: Cryptography
8	Windows CE .NET :: Product Documentation :: Application Development :: Cryptography :: About Cryptographic Service Provider
4	Windows CE .NET :: Product Documentation :: Application Development :: Cryptography :: Cryptography Reference :: Cryptography Data Types
35	Windows CE .NET :: Product Documentation :: Application Development :: Cryptography :: Cryptography Reference :: Cryptography Functions
54	Windows CE .NET :: Product Documentation :: Application Development :: Cryptography :: Cryptography Reference :: Cryptography Structures
3	Windows CE .NET :: Product Documentation :: Application Development :: Cryptography :: Microsoft Cryptographic System
1	Windows CE .NET :: Product Documentation :: Application Development :: Cryptography :: Microsoft Cryptographic System :: Microsoft DSS and Diffie-Hellman Cryptographic Provider
13	Windows CE .NET :: Product Documentation :: Application Development :: Cryptography :: Using Basic Cryptography Services
2	Windows CE .NET :: Product Documentation :: Application Development :: Cryptography :: Using Basic Cryptography Services :: Encrypting and Decrypting Data
2	Windows CE .NET :: Product Documentation :: Application Development :: DVD-Video API
1	Windows CE .NET :: Product Documentation :: Application Development :: DVD-Video API :: DVD-Video API Reference
1	Windows CE .NET :: Product Documentation :: Application Development :: DVD-Video API :: DVD-Video API Reference :: DVD-Video API Data Types
6	Windows CE .NET :: Product Documentation :: Application Development :: DVD-Video API :: DVD-Video API Reference :: DVD-Video API Enumerated Types
14	Windows CE .NET :: Product Documentation :: Application Development :: DVD-Video API :: DVD-Video API Reference :: DVD-Video API Interfaces :: IDVDDataSearchInfo
13	Windows CE .NET :: Product Documentation :: Application Development :: DVD-Video API :: DVD-Video API Reference :: DVD-Video API Interfaces :: IDVDDomain
13	Windows CE .NET :: Product Documentation :: Application Development :: DVD-Video API :: DVD-Video API Reference :: DVD-Video API Interfaces :: IDVDHighlightInfo
2	Windows CE .NET :: Product Documentation :: Application Development :: DVD-Video API :: DVD-Video API Reference :: DVD-Video API Interfaces :: IDVDMenu
1	Windows CE .NET :: Product Documentation :: Application Development :: DVD-Video API :: DVD-Video API Reference :: DVD-Video API Interfaces :: IDVDNavDataStatusSink
8	Windows CE .NET :: Product Documentation :: Application Development :: DVD-Video API :: DVD-Video API Reference :: DVD-Video API Interfaces :: IDVDNavigationManager
11	Windows CE .NET :: Product Documentation :: Application Development :: DVD-Video API :: DVD-Video API Reference :: DVD-Video API Interfaces :: IDVDNavigatorSink
1	Windows CE .NET :: Product Documentation :: Application Development :: DVD-Video API :: DVD-Video API Reference :: DVD-Video API Interfaces :: IDVDParentalManagementTable
15	Windows CE .NET :: Product Documentation :: Application Development :: DVD-Video API :: DVD-Video API Reference :: DVD-Video API Interfaces :: IDVDProgramChain
8	Windows CE .NET :: Product Documentation :: Application Development :: DVD-Video API :: DVD-Video API Reference :: DVD-Video API Interfaces :: IDVDROM
6	Windows CE .NET :: Product Documentation :: Application Development :: DVD-Video API :: DVD-Video API Reference :: DVD-Video API Interfaces :: IDVDStreamAttributes
16	Windows CE .NET :: Product Documentation :: Application Development :: DVD-Video API :: DVD-Video API Reference :: DVD-Video API Interfaces :: IDVDStreamControlInfo
3	Windows CE .NET :: Product Documentation :: Application Development :: DVD-Video API :: DVD-Video API Reference :: DVD-Video API Interfaces :: IDVDTextManager
2	Windows CE .NET :: Product Documentation :: Application Development :: DVD-Video API :: DVD-Video API Reference :: DVD-Video API Interfaces :: IDVDTimeMap
8	Windows CE .NET :: Product Documentation :: Application Development :: DVD-Video API :: DVD-Video API Reference :: DVD-Video API Interfaces :: IDVDTitleSet
24	Windows CE .NET :: Product Documentation :: Application Development :: DVD-Video API :: DVD-Video API Reference :: DVD-Video API Interfaces :: IDVDUserOperation
17	Windows CE .NET :: Product Documentation :: Application Development :: DVD-Video API :: DVD-Video API Reference :: DVD-Video API Interfaces :: IDVDVideoVolume
7	Windows CE .NET :: Product Documentation :: Application Development :: DVD-Video API :: DVD-Video API Reference :: DVD-Video API Interfaces :: IEnumDVD_XXXX
1	Windows CE .NET :: Product Documentation :: Application Development :: DVD-Video API :: DVD-Video API Reference :: DVD-Video API Macros
14	Windows CE .NET :: Product Documentation :: Application Development :: DVD-Video API :: DVD-Video API Reference :: DVD-Video API Structures
3	Windows CE .NET :: Product Documentation :: Application Development :: DVD-Video API :: Understanding the DVD-Video API :: Architectural Overview
7	Windows CE .NET :: Product Documentation :: Application Development :: DVD-Video API :: Understanding the DVD-Video API :: The DVD Standard
2	Windows CE .NET :: Product Documentation :: Application Development :: DVD-Video API :: Using the DVD-Video API :: Adding More Player Features
4	Windows CE .NET :: Product Documentation :: Application Development :: DVD-Video API :: Using the DVD-Video API :: Advanced DVD Player Application Topics
3	Windows CE .NET :: Product Documentation :: Application Development :: DVD-Video API :: Using the DVD-Video API :: Advanced DVD Player Application Topics :: Examining the DVDSample Sample Application
1	Windows CE .NET :: Product Documentation :: Application Development :: DVD-Video API :: Using the DVD-Video API :: Advanced DVD Player Application Topics :: Examining the DVDSample Sample Application :: The DVDSample Control Panel
1	Windows CE .NET :: Product Documentation :: Application Development :: DVD-Video API :: Using the DVD-Video API :: Advanced DVD Player Application Topics :: Examining the DVDSample Sample Application :: The DVDSample Startup Sequence
4	Windows CE .NET :: Product Documentation :: Application Development :: DVD-Video API :: Using the DVD-Video API :: Creating a Simple DVD Player
30	Windows CE .NET :: Product Documentation :: Application Development :: Data Store and Registry :: Database Reference :: Database Functions
4	Windows CE .NET :: Product Documentation :: Application Development :: Data Store and Registry :: Database Reference :: Database Macros
6	Windows CE .NET :: Product Documentation :: Application Development :: Data Store and Registry :: Database Reference :: Database Messages
11	Windows CE .NET :: Product Documentation :: Application Development :: Data Store and Registry :: Database Reference :: Database Structures
1	Windows CE .NET :: Product Documentation :: Application Development :: Data Store and Registry :: FSD Reference
7	Windows CE .NET :: Product Documentation :: Application Development :: Data Store and Registry :: FSD Reference :: FSD Functions
1	Windows CE .NET :: Product Documentation :: Application Development :: Data Store and Registry :: FSD Reference :: FSD Structures
2	Windows CE .NET :: Product Documentation :: Application Development :: Data Store and Registry :: File I/O Reference :: File I/O Enumerations
15	Windows CE .NET :: Product Documentation :: Application Development :: Data Store and Registry :: File I/O Reference :: File I/O Functions
3	Windows CE .NET :: Product Documentation :: Application Development :: Data Store and Registry :: File I/O Reference :: File I/O Structures
3	Windows CE .NET :: Product Documentation :: Application Development :: Data Store and Registry :: File Mapping Reference :: File Mapping Functions
1	Windows CE .NET :: Product Documentation :: Application Development :: Data Store and Registry :: Registry Reference
13	Windows CE .NET :: Product Documentation :: Application Development :: Device Management
4	Windows CE .NET :: Product Documentation :: Application Development :: Device Management :: Device Management Operation
3	Windows CE .NET :: Product Documentation :: Application Development :: Device Management :: Device Management Operation :: Device Download Event
3	Windows CE .NET :: Product Documentation :: Application Development :: Device Management :: Device Management Operation :: Reports to the Server
3	Windows CE .NET :: Product Documentation :: Application Development :: Device Management :: Device Management Reference :: Device Management Functions
4	Windows CE .NET :: Product Documentation :: Application Development :: Device Management :: Device Management Reference :: Device Management Script Engine Commands :: Conditional Expressions
6	Windows CE .NET :: Product Documentation :: Application Development :: Device Management :: Device Management Reference :: Device Management Script Engine Commands :: Environment Commands
5	Windows CE .NET :: Product Documentation :: Application Development :: Device Management :: Device Management Reference :: Device Management Script Engine Commands :: File System Commands
2	Windows CE .NET :: Product Documentation :: Application Development :: Device Management :: Device Management Reference :: Device Management Script Engine Commands :: Registry Commands
3	Windows CE .NET :: Product Documentation :: Application Development :: Device Management :: Device Management Reference :: Device Management Script Engine Commands :: Schedule/Report Commands
6	Windows CE .NET :: Product Documentation :: Application Development :: Device Management :: Device Management Reference :: Device Management Script Engine Commands :: Scripting Support Commands
2	Windows CE .NET :: Product Documentation :: Application Development :: Device Management :: Device Management Reference :: Device Management Script Engine Commands :: System Commands
4	Windows CE .NET :: Product Documentation :: Application Development :: Device Management :: Device Management Reference :: Device Management Structures
3	Windows CE .NET :: Product Documentation :: Application Development :: Device Management :: Device Management Reference :: Device Management XML Elements :: Download Event Status Document Elements
2	Windows CE .NET :: Product Documentation :: Application Development :: Device Management :: Device Management Reference :: Device Management XML Elements :: Instruction Request Document Elements
15	Windows CE .NET :: Product Documentation :: Application Development :: Device Management :: Device Management Reference :: Device Management XML Elements :: Instruction Response Document Elements
3	Windows CE .NET :: Product Documentation :: Application Development :: Device Management :: Device Management Reference :: Device Management XML Elements :: Machine Inventory Report Document Elements
7	Windows CE .NET :: Product Documentation :: Application Development :: Device Management :: Device Management Reference :: Device Management XML Elements :: Package Location Request Document Elements
12	Windows CE .NET :: Product Documentation :: Application Development :: Device Management :: Device Management Reference :: Device Management XML Elements :: Package Location Response Document Elements
20	Windows CE .NET :: Product Documentation :: Application Development :: Device Management :: Device Management Reference :: Device Management XML Elements :: Poll Request Document Elements
20	Windows CE .NET :: Product Documentation :: Application Development :: Device Management :: Device Management Reference :: Device Management XML Elements :: Poll Response Document Elements
3	Windows CE .NET :: Product Documentation :: Application Development :: Device Management :: Device Management Reference :: Device Management XML Elements :: Software Inventory Report Document Elements
2	Windows CE .NET :: Product Documentation :: Application Development :: Dial-up Networking
9	Windows CE .NET :: Product Documentation :: Application Development :: Dial-up Networking :: Overview of RAS
5	Windows CE .NET :: Product Documentation :: Application Development :: Dial-up Networking :: Phone-Book Operation
4	Windows CE .NET :: Product Documentation :: Application Development :: Dial-up Networking :: Point-to-Point Protocol
5	Windows CE .NET :: Product Documentation :: Application Development :: Dial-up Networking :: Point-to-Point Protocol :: Creating a PPP Dial-up Session
2	Windows CE .NET :: Product Documentation :: Application Development :: Dial-up Networking :: RAS AutoDial
6	Windows CE .NET :: Product Documentation :: Application Development :: Dial-up Networking :: RAS Custom Scripting
2	Windows CE .NET :: Product Documentation :: Application Development :: Dial-up Networking :: RAS Reference :: RAS Enumerations
21	Windows CE .NET :: Product Documentation :: Application Development :: Dial-up Networking :: RAS Reference :: RAS Functions
1	Windows CE .NET :: Product Documentation :: Application Development :: Dial-up Networking :: RAS Reference :: RAS Messages
11	Windows CE .NET :: Product Documentation :: Application Development :: Dial-up Networking :: RAS Reference :: RAS Structures
2	Windows CE .NET :: Product Documentation :: Application Development :: Dial-up Networking :: Sample Application
2	Windows CE .NET :: Product Documentation :: Application Development :: Dial-up Networking :: Sample Application :: Receiving Connection Data
6	Windows CE .NET :: Product Documentation :: Application Development :: Dial-up Networking :: Scripting Reference :: Scripting Functions
2	Windows CE .NET :: Product Documentation :: Application Development :: DirectDraw
9	Windows CE .NET :: Product Documentation :: Application Development :: DirectDraw :: Advanced DirectDraw Information
2	Windows CE .NET :: Product Documentation :: Application Development :: DirectDraw :: Advanced DirectDraw Information :: Porting Older DirectDraw Code
3	Windows CE .NET :: Product Documentation :: Application Development :: DirectDraw :: Advanced DirectDraw Information :: Taking Advantage of DMA Support
3	Windows CE .NET :: Product Documentation :: Application Development :: DirectDraw :: Advanced DirectDraw Information :: Using DirectDraw Palettes in Windowed Mode
10	Windows CE .NET :: Product Documentation :: Application Development :: DirectDraw :: Advanced DirectDraw Information :: Video Ports
1	Windows CE .NET :: Product Documentation :: Application Development :: DirectDraw :: DirectDraw Reference
7	Windows CE .NET :: Product Documentation :: Application Development :: DirectDraw :: DirectDraw Reference :: DirectDraw Callback Functions
4	Windows CE .NET :: Product Documentation :: Application Development :: DirectDraw :: DirectDraw Reference :: DirectDraw Functions
4	Windows CE .NET :: Product Documentation :: Application Development :: DirectDraw :: DirectDraw Reference :: DirectDraw Interfaces :: IDDVideoPortContainer
23	Windows CE .NET :: Product Documentation :: Application Development :: DirectDraw :: DirectDraw Reference :: DirectDraw Interfaces :: IDirectDraw4
5	Windows CE .NET :: Product Documentation :: Application Development :: DirectDraw :: DirectDraw Reference :: DirectDraw Interfaces :: IDirectDrawClipper
2	Windows CE .NET :: Product Documentation :: Application Development :: DirectDraw :: DirectDraw Reference :: DirectDraw Interfaces :: IDirectDrawColorControl
3	Windows CE .NET :: Product Documentation :: Application Development :: DirectDraw :: DirectDraw Reference :: DirectDraw Interfaces :: IDirectDrawPalette
42	Windows CE .NET :: Product Documentation :: Application Development :: DirectDraw :: DirectDraw Reference :: DirectDraw Interfaces :: IDirectDrawSurface5
14	Windows CE .NET :: Product Documentation :: Application Development :: DirectDraw :: DirectDraw Reference :: DirectDraw Interfaces :: IDirectDrawVideoPort
18	Windows CE .NET :: Product Documentation :: Application Development :: DirectDraw :: DirectDraw Reference :: DirectDraw Structures
5	Windows CE .NET :: Product Documentation :: Application Development :: DirectDraw :: Exploring Graphics Concepts
1	Windows CE .NET :: Product Documentation :: Application Development :: DirectDraw :: Getting Started with DirectDraw
1	Windows CE .NET :: Product Documentation :: Application Development :: DirectDraw :: Getting Started with DirectDraw :: Cooperative Levels
5	Windows CE .NET :: Product Documentation :: Application Development :: DirectDraw :: Getting Started with DirectDraw :: DirectDraw Architecture
3	Windows CE .NET :: Product Documentation :: Application Development :: DirectDraw :: Getting Started with DirectDraw :: Display Modes
6	Windows CE .NET :: Product Documentation :: Application Development :: DirectDraw :: Working with DirectDraw Clippers
3	Windows CE .NET :: Product Documentation :: Application Development :: DirectDraw :: Working with DirectDraw Objects
5	Windows CE .NET :: Product Documentation :: Application Development :: DirectDraw :: Working with DirectDraw Palettes
7	Windows CE .NET :: Product Documentation :: Application Development :: DirectDraw :: Working with DirectDraw Surfaces
5	Windows CE .NET :: Product Documentation :: Application Development :: DirectDraw :: Working with DirectDraw Surfaces :: Basic Concepts of Surfaces
11	Windows CE .NET :: Product Documentation :: Application Development :: DirectDraw :: Working with DirectDraw Surfaces :: Blitting to Surfaces
3	Windows CE .NET :: Product Documentation :: Application Development :: DirectDraw :: Working with DirectDraw Surfaces :: COM Reference Count Semantics for Surfaces
2	Windows CE .NET :: Product Documentation :: Application Development :: DirectDraw :: Working with DirectDraw Surfaces :: Color Controls
6	Windows CE .NET :: Product Documentation :: Application Development :: DirectDraw :: Working with DirectDraw Surfaces :: Creating Surfaces
10	Windows CE .NET :: Product Documentation :: Application Development :: DirectDraw :: Working with DirectDraw Surfaces :: Overlay Surfaces
2	Windows CE .NET :: Product Documentation :: Application Development :: DirectDraw :: Working with DirectDraw Surfaces :: Surfaces and Device Contexts
4	Windows CE .NET :: Product Documentation :: Application Development :: DirectDraw :: Working with Graphics Devices
