ee480800(v=winembedded.60)	Using the Service Callback Interface
ee480846(v=winembedded.60)	Registering a Connectivity Callback Service
ee480463(v=winembedded.60)	Enabling Active or Passive KITL
ee480486(v=winembedded.60)	Application Transport Services
ee479610(v=winembedded.60)	Configuring a Core Connection to a Target Device
ee481358(v=winembedded.60)	Installing the Microsoft Loopback Adapter
ee480653(v=winembedded.60)	ICcBootstrap::DeviceInfo
ee480624(v=winembedded.60)	ICcBootStrap::Download
ee480805(v=winembedded.60)	ICcBootStrap::GetDeviceInfo
ee479833(v=winembedded.60)	ICcBootStrap::GetFile
ee480260(v=winembedded.60)	ICcBootStrap::GetFileInfo
ee481633(v=winembedded.60)	ICcBootStrap::Launch
ee479834(v=winembedded.60)	ICcCeshCB::CmdOut
ee481347(v=winembedded.60)	ICcCeshCB::FindFile
ee481191(v=winembedded.60)	ICcCeshCB::GetCommand
ee479652(v=winembedded.60)	IConman::EnumerateServerGuids
ee479600(v=winembedded.60)	IConman::get_Datastore
ee480670(v=winembedded.60)	IConman::GetDeviceFromServerGuid
ee481810(v=winembedded.60)	IConman::GetServerFromServerGuid
ee480237(v=winembedded.60)	IConman::GetServerGuidInfo
ee480056(v=winembedded.60)	IConman::SetLocale
ee480091(v=winembedded.60)	IConman::SetRegistryRoot
ee480572(v=winembedded.60)	IConman::CreateNewServerGuid
ee480034(v=winembedded.60)	ICcConnection::CloseProcessHandle
ee480048(v=winembedded.60)	ICcConnection::ConnectDevice
ee481550(v=winembedded.60)	ICcConnection::CreateStream
ee481231(v=winembedded.60)	ICcConnection::DeviceId
ee480190(v=winembedded.60)	ICcConnection::DeleteDirectory
ee481028(v=winembedded.60)	ICcConnection::DisconnectDevice
ee480256(v=winembedded.60)	ICcConnection::DownloadPackage
ee480477(v=winembedded.60)	ICcConnection::EnumerateProcess
ee480455(v=winembedded.60)	ICcConnection::GetFileInfo
ee480808(v=winembedded.60)	ICcConnection::GetProcessExitCode
ee479805(v=winembedded.60)	ICcConnection::GetSystemInfo
ee481791(v=winembedded.60)	ICcConnection::IsConnected
ee481437(v=winembedded.60)	ICcConnection::LaunchProcess
ee481591(v=winembedded.60)	ICcConnection::MakeDirectory
ee481176(v=winembedded.60)	ICcConnection::ReceiveFile
ee481432(v=winembedded.60)	ICcConnection::RegistryCreateKey
ee480198(v=winembedded.60)	ICcConnection::RegistyDeleteKey
ee479832(v=winembedded.60)	ICcConnection::RegistyDeleteValue
ee481395(v=winembedded.60)	ICcConnection::RegistyQueryValue
ee479860(v=winembedded.60)	ICcConnection::RegistySetValue
ee480285(v=winembedded.60)	ICcConnection::RemoveFile
ee480626(v=winembedded.60)	ICcConnection::SearchFileSystem
ee480637(v=winembedded.60)	ICcConnection::SendFile
ee481545(v=winembedded.60)	ICcConnection::SetFileInfo
ee479975(v=winembedded.60)	ICcConnection::TerminateProcess
ee480796(v=winembedded.60)	ICcConnection::VerifyFilesInstalled
ee480749(v=winembedded.60)	ICcDbgMsgCB::MsgOut
ee480478(v=winembedded.60)	ICcKitl::BootFlags
ee481788(v=winembedded.60)	ICcKitl::DebugBreak
ee480673(v=winembedded.60)	ICcKitl::Reset
ee481830(v=winembedded.60)	ICcKitl::TransportId
ee479985(v=winembedded.60)	ICcServer::EnumerateConnections
ee481417(v=winembedded.60)	ICcServer::GetConnection
ee481981(v=winembedded.60)	ICcServer::GetConnectionFromId
ee480482(v=winembedded.60)	ICcServer::GetDatastore
ee481760(v=winembedded.60)	ICcServer::Locale
ee479861(v=winembedded.60)	ICcService::Abort
ee480072(v=winembedded.60)	ICcService::CategoryId
ee481352(v=winembedded.60)	ICcService::CLSID
ee480448(v=winembedded.60)	ICcService::Connect
ee481143(v=winembedded.60)	ICcService::Device
ee479622(v=winembedded.60)	ICcService::Disconnect
ee480852(v=winembedded.60)	ICcService::GetCurrentState
ee480442(v=winembedded.60)	ICcService::Initialize
ee480246(v=winembedded.60)	ICcService::LockService
ee481356(v=winembedded.60)	ICcService::UnlockService
ee480843(v=winembedded.60)	ICcServiceCB::OnProgressNotify
ee480214(v=winembedded.60)	ICcServiceCB::OnStatusChangeNotify
ee481604(v=winembedded.60)	ICcServiceConfigure::Configure
ee480288(v=winembedded.60)	ICcServiceConfigure::GetProperty
ee481149(v=winembedded.60)	ICcServiceConfigure::GetServiceParamsShort
ee480613(v=winembedded.60)	ICcServiceConfigure::SetProperty
ee480550(v=winembedded.60)	ICcSvcHost::DisplayServices
ee481780(v=winembedded.60)	ICcSvcHost::GetDeviceState
ee481819(v=winembedded.60)	ICcSvcHost::GetService
ee480930(v=winembedded.60)	ICcSvcHost::Version
ee480037(v=winembedded.60)	ICcTransport::Bandwidth
ee481603(v=winembedded.60)	ICcTransport::CreateStream
ee480685(v=winembedded.60)	ICcTransport::MTU
ee480959(v=winembedded.60)	ICcTransport::SupportsNonUniqueStreamId
ee479812(v=winembedded.60)	ICcTransportInit::Initialize
ee481342(v=winembedded.60)	ICcTransportStream::Disconnect
ee479823(v=winembedded.60)	ICcTransportStream::Buffering
ee480020(v=winembedded.60)	ICcTransportStream::ID
ee481745(v=winembedded.60)	ICcTransportStream::IsConnected
ee479776(v=winembedded.60)	ICcTransportStream::IsDataAvailable
ee481195(v=winembedded.60)	ICcTransportStream::Recv
ee481948(v=winembedded.60)	ICcTransportStream::Send
ee480405(v=winembedded.60)	ICcCollection::get_Count
ee481556(v=winembedded.60)	ICcCollection::get_Item
ee481353(v=winembedded.60)	ICcCollection::get_NewEnum
ee480492(v=winembedded.60)	ICcDatastore::get_DeviceContainer
ee481825(v=winembedded.60)	ICcDatastore::get_OSImageContainer
ee480690(v=winembedded.60)	ICcDatastore::get_PackageContainer
ee480228(v=winembedded.60)	ICcDatastore::get_PlatformContainer
ee480675(v=winembedded.60)	ICcDatastore::get_PropertyContainer
ee480802(v=winembedded.60)	ICcDatastore::get_ServiceCategoryContainer
ee480262(v=winembedded.60)	ICcDatastore::get_Version
ee480207(v=winembedded.60)	ICcDatastore::RegisterRefreshEvent
ee481377(v=winembedded.60)	ICcDatastore::Save
ee480574(v=winembedded.60)	ICcDatastore::UnregisterRefreshEvent
ee479786(v=winembedded.60)	ICcDevice::ClearOSImage
ee480045(v=winembedded.60)	ICcDevice::ClearServiceMap
ee480067(v=winembedded.60)	ICcDevice::GetOSImage
ee480071(v=winembedded.60)	ICcDevice::GetServiceMap
ee479634(v=winembedded.60)	ICcDevice::SetOSImage
ee480259(v=winembedded.60)	ICcDevice::SetServiceMap
ee480595(v=winembedded.60)	ICcDeviceContainer
ee481201(v=winembedded.60)	ICcFile::get_FileContainer
ee481636(v=winembedded.60)	ICcFile::get_IsCollection
ee480580(v=winembedded.60)	ICcFile::MakeCollection
ee481426(v=winembedded.60)	ICcFileContainer
ee481746(v=winembedded.60)	ICcFormFactor
ee481769(v=winembedded.60)	ICcFormFactorContainer
ee480450(v=winembedded.60)	ICcObject::get_IsProtected
ee481167(v=winembedded.60)	ICcObject::get_PropertyContainer
ee481972(v=winembedded.60)	ICcObject::ID
ee479847(v=winembedded.60)	ICcObject::Name
ee480427(v=winembedded.60)	ICcObjectContainer::AddObject
ee480818(v=winembedded.60)	ICcObjectContainer::DeleteObject
ee480644(v=winembedded.60)	ICcObjectContainer::EnumerateObjects
ee480366(v=winembedded.60)	ICcObjectContainer::FindObject
ee480231(v=winembedded.60)	ICcOSImage::SupportedPlatform
ee481785(v=winembedded.60)	ICcOSImageContainer
ee480966(v=winembedded.60)	ICcPackage::PackageTypeContainer
ee479654(v=winembedded.60)	ICcPackageContainer
ee479664(v=winembedded.60)	ICcPackageType::FileContainer
ee480952(v=winembedded.60)	ICcPackageTypeContainer
ee480756(v=winembedded.60)	ICcPlatform::DeviceContainer
ee481960(v=winembedded.60)	ICcPlatform::FormFactorContainer
ee480859(v=winembedded.60)	ICcPlatform::ProjectContainer
ee481951(v=winembedded.60)	ICcPlatformContainer
ee480964(v=winembedded.60)	ICcProject
ee480212(v=winembedded.60)	ICcProjectContainer
ee481994(v=winembedded.60)	ICcProperty::AddPropertyContainer
ee481440(v=winembedded.60)	ICcProperty::Value
ee481430(v=winembedded.60)	ICcPropertyContainer
ee481824(v=winembedded.60)	ICcServiceCategory::ServiceInfoContainer
ee480264(v=winembedded.60)	ICcServiceCategoryContainer
ee481580(v=winembedded.60)	ICcServiceInfo
ee480050(v=winembedded.60)	ICcServiceInfoContainer
ee481345(v=winembedded.60)	ICcTypeToArchitectureMap
ee480841(v=winembedded.60)	Datastore Error Codes
ee479597(v=winembedded.60)	FileInfo
ee482006(v=winembedded.60)	FileVerifyInfo
ee480022(v=winembedded.60)	FileVerifyReference
ee481237(v=winembedded.60)	FileVerifyResult
ee481800(v=winembedded.60)	FileVerifyVersion
ee481397(v=winembedded.60)	SystemInfo
ee481388(v=winembedded.60)	FileCustomAction
ee481349(v=winembedded.60)	KITLDeInitLibrary
ee479829(v=winembedded.60)	KITLDeRegisterClient
ee480725(v=winembedded.60)	KITLGetTranXMLParams
ee480693(v=winembedded.60)	KITLInitLibrary
ee481975(v=winembedded.60)	KITLLoadTransportLib
ee480979(v=winembedded.60)	KITLRecv
ee480024(v=winembedded.60)	KITLRegisterClient
ee481163(v=winembedded.60)	KITLSend
ee481189(v=winembedded.60)	KITLSetTranParam
ee481608(v=winembedded.60)	KITLUnloadTransportLib
ee479976(v=winembedded.60)	KITLWaitForSvcConnect
ee481823(v=winembedded.60)	TranCreate
ee479648(v=winembedded.60)	TranDeInitLibrary
ee481233(v=winembedded.60)	TranDelete
ee480994(v=winembedded.60)	TranEnumKnownDevice
ee480197(v=winembedded.60)	TranGetHostCfg
ee480660(v=winembedded.60)	TranGetInfo
ee480559(v=winembedded.60)	TranGetXMLParams
ee481420(v=winembedded.60)	TranInitLibrary
ee481771(v=winembedded.60)	TranRecv
ee480218(v=winembedded.60)	TranSend
ee479981(v=winembedded.60)	TranSetDevCfg
ee480372(v=winembedded.60)	TranSetParam
ee481753(v=winembedded.60)	Target Device Connectivity Options: Add Device
ee480956(v=winembedded.60)	Target Device Connectivity Options: Core Service Settings
ee479583(v=winembedded.60)	Target Device Connectivity Options: Transport Dialog Box
ee481635(v=winembedded.60)	Target Device Connectivity Options: Service Status
ee481571(v=winembedded.60)	Target Device Connectivity Options: Service Configuration
ee480998(v=winembedded.60)	Target Device Connectivity Options: Kernel Service Map
ee480934(v=winembedded.60)	Target Device Connectivity Options: Download Service Dialog Box
ee480981(v=winembedded.60)	Target Device Connectivity Options: Delete Device
ee481599(v=winembedded.60)	Target Device Connectivity Options: Device Configuration
ee480454(v=winembedded.60)	CeLog Tool Overview
ee480997(v=winembedded.60)	CeLog Usage Scenarios
ee480412(v=winembedded.60)	How to Analyze CeLog Data
ee482005(v=winembedded.60)	Modifying The Size Of The CeLog Buffer
ee480716(v=winembedded.60)	Enabling CeLog Event Tracking in a Run-Time Image
ee479771(v=winembedded.60)	Setting CeLog Zones Programmatically
ee481576(v=winembedded.60)	Enabling CeLog Zones During Boot
ee480230(v=winembedded.60)	Using Target Control Commands with CeLog
ee480468(v=winembedded.60)	Setting CeLog Zones in the Target Device Registry
ee480936(v=winembedded.60)	Analyzing Data Loss With Readlog
ee482003(v=winembedded.60)	Analyzing Data Loss With Kernel Tracker
ee481192(v=winembedded.60)	CeLogFlush Registry Settings
ee480770(v=winembedded.60)	Capturing CeLog Data During Boot
ee480200(v=winembedded.60)	Collecting Debug Messages in an Unlimited Buffer with CeLogFlush
ee479614(v=winembedded.60)	CeLogFlush Command-Line Overrides
ee481413(v=winembedded.60)	Including CeLogFlush in a Run-Time Image
ee480886(v=winembedded.60)	Collecting Data On A Standalone Device With CeLogFlush
ee481164(v=winembedded.60)	Capturing Event Tracking Data with OSCapture
ee479974(v=winembedded.60)	OSCapture Command-Line Overrides
ee480589(v=winembedded.60)	Preparing an OSCapture File for Viewing in Kernel Tracker
ee480821(v=winembedded.60)	Collecting Data On A Standalone Device With OSCapture
ee481155(v=winembedded.60)	Storing Data from OSCapture in a Log File
ee480791(v=winembedded.60)	Collecting Debug Messages in a Limited Buffer with OSCapture
ee480889(v=winembedded.60)	Including OSCapture in a Run-Time Image
ee480941(v=winembedded.60)	OSCapture Registry Settings
ee480992(v=winembedded.60)	Manual Log File Flushing
ee480871(v=winembedded.60)	Creating and Using Custom Filters with Readlog
ee479792(v=winembedded.60)	Viewing Boot Events With Readlog
ee480892(v=winembedded.60)	Fixing Thread Names With Readlog
ee479803(v=winembedded.60)	Finding A Range of Events with Remote Kernel Tracker
ee481419(v=winembedded.60)	Creating a New Binary Log File with Events in a Range
ee481607(v=winembedded.60)	Creating A Summary Of A Portion Of The Log
ee480430(v=winembedded.60)	Creating a Log Summary
ee480074(v=winembedded.60)	Readlog Print Options
ee479653(v=winembedded.60)	Readlog Utility Options
ee480676(v=winembedded.60)	Viewing Logged Events With Readlog
ee479987(v=winembedded.60)	Rebuilding the CeLog Flush Applications
ee479830(v=winembedded.60)	Writing Your Own CeLog File Viewer
ee479576(v=winembedded.60)	Logging Events Using Pre-Defined Data Types
ee481803(v=winembedded.60)	Using Flags with Your Events
ee481411(v=winembedded.60)	Writing A Readlog Extension To View Custom Events
ee481969(v=winembedded.60)	Viewing Output from a Readlog Extension
ee480261(v=winembedded.60)	Logging Call Stacks with CeLog
ee479826(v=winembedded.60)	Using Macros to Improve Performance in Ship Builds
ee480035(v=winembedded.60)	Viewing Events From Pre-Defined Data Types
ee481378(v=winembedded.60)	Retaining the dwCeLogTLBMiss Counter
ee481630(v=winembedded.60)	Registering an Event Tracking Library
ee481838(v=winembedded.60)	CeLog IOCTL Interface
ee481206(v=winembedded.60)	CeLog Table Interfaces
ee481784(v=winembedded.60)	Interpreting Event Timestamps
ee480736(v=winembedded.60)	CeLog Event Format
ee481566(v=winembedded.60)	Maintaining DWORD Alignment
ee480029(v=winembedded.60)	CeLog Buffering Scheme
ee480863(v=winembedded.60)	Downloading and Launching an Instrumented Module
ee481416(v=winembedded.60)	Introduction to Data Collection Control
ee480587(v=winembedded.60)	Building an Application That Supports Call Profiler Data Collection
ee480030(v=winembedded.60)	Instrumentation Options
ee481782(v=winembedded.60)	Characteristics of FastCAP and CallCAP Probes
ee481827(v=winembedded.60)	Controlling Profiling with the Call Profiler Collection Control Window
ee480078(v=winembedded.60)	Overriding Call Profiler Data Collection Functions
ee481952(v=winembedded.60)	MarkProfile
ee481758(v=winembedded.60)	NameProfile
ee479639(v=winembedded.60)	ResumeProfile
ee481565(v=winembedded.60)	StartProfile
ee480194(v=winembedded.60)	StopProfile
ee480962(v=winembedded.60)	SuspendProfile
ee481225(v=winembedded.60)	CommentMarkAtProfile
ee480465(v=winembedded.60)	CommentMarkProfile
ee480090(v=winembedded.60)	Adding a Data Control Function to a Module
ee479633(v=winembedded.60)	Adding a Profile Mark to a .icp File
ee480452(v=winembedded.60)	Global Profiling Level
ee481546(v=winembedded.60)	Thread Profiling Level
ee481362(v=winembedded.60)	Process Profiling Level
ee481404(v=winembedded.60)	Choosing the Number of Processes and Threads to Profile
ee480445(v=winembedded.60)	Target Device Rebooting
ee479615(v=winembedded.60)	Opening a View Window
ee480539(v=winembedded.60)	Module Summary View
ee479825(v=winembedded.60)	Sorting Data in the Butterfly View
ee481007(v=winembedded.60)	Filtering Data in the Call Tree View
ee479637(v=winembedded.60)	Filtering Data in the Call Graph View
ee480206(v=winembedded.60)	Synchronizing a Trace View to the Timeline
ee481552(v=winembedded.60)	Filtering Data in the Top X View
ee481958(v=winembedded.60)	Opening a Properties Window
ee481370(v=winembedded.60)	Creating a Snapshot Window
ee480238(v=winembedded.60)	Error 2003: Unknown File Type
ee481970(v=winembedded.60)	Error 2004: PDB and DBG Errors
ee481027(v=winembedded.60)	Error 2006: Failed to Load Symbols
ee481366(v=winembedded.60)	Error 2008: Refused to Load Types
ee480963(v=winembedded.60)	Error 2009: Failed to Load Image
ee481794(v=winembedded.60)	Error 2010: Columns Cannot Display Properly
ee480441(v=winembedded.60)	Error 2011: No Data in ICP File
ee480489(v=winembedded.60)	Error 2012: ICP File Contains Too Many Counters
ee480275(v=winembedded.60)	Error 2015: ICX File Could Not Be Saved
ee480424(v=winembedded.60)	Error 2016: FileName Could Not Be Found
ee481181(v=winembedded.60)	Error 2020: Suspect Counter Values
ee479798(v=winembedded.60)	Error 2982: Unable to Increase Working Set
ee481841(v=winembedded.60)	Error 3001: Maximum Processes Exceeded
ee481418(v=winembedded.60)	Error 3002: No Free Data Buffers
ee480247(v=winembedded.60)	Error 3005: Orphaned Thread Information Found
ee480063(v=winembedded.60)	Error 3006: Orphaned Thread Information Found
ee480480(v=winembedded.60)	Error 3007: Maximum Threads Exceeded
ee481212(v=winembedded.60)	Error 3008: Insufficient Disk Space
ee479790(v=winembedded.60)	Error 3009: No Processor Timing Information
ee479800(v=winembedded.60)	Error 3011: High Number of Invalid Samples During Overhead Calculation
ee480816(v=winembedded.60)	Error 3012: Unable to Start ConPMon
ee479977(v=winembedded.60)	Error 3015: Cannot Profile the Logger
ee481759(v=winembedded.60)	Error 3016: Cannot Attach to the Logger
ee480585(v=winembedded.60)	Error 3018: General Logger Error
ee479849(v=winembedded.60)	Error 3024: Cannot Calculate Counter Overhead
ee480220(v=winembedded.60)	Error 3026: Process Communication Failed
ee479789(v=winembedded.60)	Error 2001: File Open Failed
ee479843(v=winembedded.60)	Error 2002: Bad .ICP File Version
ee479668(v=winembedded.60)	Function Names in Call Profiler
ee480867(v=winembedded.60)	Opening an .icp File in Remote Call Profiler
ee481755(v=winembedded.60)	Displaying the Properties of an Item in the Timeline Window
ee480752(v=winembedded.60)	Setting a Range for the Timeline
ee481359(v=winembedded.60)	Opening the Timeline Window
ee480563(v=winembedded.60)	Timing Value Analysis
ee481161(v=winembedded.60)	Suppressed and Ignored Functions
ee479821(v=winembedded.60)	Actual and Calculated Timing
ee480423(v=winembedded.60)	Event Timing
ee481832(v=winembedded.60)	Copying Profiling Data to a Second Development Workstation
ee479840(v=winembedded.60)	Creating a Summary View File
ee480068(v=winembedded.60)	Resolving Symbol Names
ee481623(v=winembedded.60)	Instrumented Kernel Profiling
ee481640(v=winembedded.60)	Monte Carlo Profiling
ee480208(v=winembedded.60)	System Call Profiling
ee481023(v=winembedded.60)	Setting Up the Profiler to Collect Data During Boot
ee480605(v=winembedded.60)	Creating a Kernprof Version of the Kernel
ee480738(v=winembedded.60)	Configuring the Config.bib and Common.bib Files for IMGPROFILER
ee481351(v=winembedded.60)	Setting Up Monte Carlo Profiling
ee479605(v=winembedded.60)	Controlling the Kernel Profiler by Using the Keyboard on the Target Device
ee481836(v=winembedded.60)	Changing the Size of the Buffer for the Kernel Profiler
ee481214(v=winembedded.60)	Controlling the Kernel Profiler by Using the prof Command
ee479631(v=winembedded.60)	Controlling the Kernel Profiler by Using the Profiler API
ee481579(v=winembedded.60)	Running the Kernel Profiler in Monte Carlo Mode
ee480655(v=winembedded.60)	Information Not Reported by the Kernel Profiler
ee481414(v=winembedded.60)	Troubleshooting: Kernel Profiler Does Not Collect Data
ee480978(v=winembedded.60)	Troubleshooting: Cannot Build Run-Time Image That Supports the Kernel Profiler
ee481429(v=winembedded.60)	Troubleshooting: Data Collected by the Kernel Profiler Seems Inaccurate
ee479636(v=winembedded.60)	Celog and Kernel Tracker
ee481409(v=winembedded.60)	Configuring Kernel Tracker to Collect Data During Boot Time
ee481199(v=winembedded.60)	Starting Kernel Tracker in Data Collection Mode
ee480044(v=winembedded.60)	Starting Kernel Tracker in Limited Buffer Mode
ee480674(v=winembedded.60)	Starting Kernel Tracker in File Mode
ee480276(v=winembedded.60)	Configuring Kernel Tracker to Collect All Types of Data
ee479591(v=winembedded.60)	Determining the Length of Time Between Events
ee481770(v=winembedded.60)	Displaying the Properties of an Event
ee480996(v=winembedded.60)	Locating a Transition Between Threads
ee480928(v=winembedded.60)	Locating Events on a Thread
ee481236(v=winembedded.60)	Moving the Cursor
ee480397(v=winembedded.60)	Placing or Removing a Marker
ee481638(v=winembedded.60)	Enabling or Disabling the Live From Device Option
ee480076(v=winembedded.60)	Adjusting the Zoom Range
ee481197(v=winembedded.60)	Choosing Events to Display
ee481020(v=winembedded.60)	Searching for a Memory Leak
ee479661(v=winembedded.60)	Opening the Chart View Window
ee479783(v=winembedded.60)	Creating a New Chart
ee480891(v=winembedded.60)	Opening a Chart Settings File
ee481976(v=winembedded.60)	Changing the Appearance of a Counter on a Chart
ee480611(v=winembedded.60)	Modifying Chart Options
ee480825(v=winembedded.60)	Adding an Object, Counter, or Instance to a Chart
ee481213(v=winembedded.60)	Changing the Appearance of a Counter in the Alert Log
ee480591(v=winembedded.60)	Creating a New Alert Log File
ee481762(v=winembedded.60)	Modifying Alert Options
ee481834(v=winembedded.60)	Opening an Alert Log Settings File
ee480747(v=winembedded.60)	Adding an Object, Counter, or Instance to an Alert Log
ee481016(v=winembedded.60)	Viewing the Alert View Window
ee479662(v=winembedded.60)	Saving Alert Log Selections in a Settings File
ee479596(v=winembedded.60)	Updating a Settings File with Alert Log Settings
ee479828(v=winembedded.60)	Viewing the Log View Window
ee480485(v=winembedded.60)	Opening a Log Settings File
ee481559(v=winembedded.60)	Creating a New Log File
ee481787(v=winembedded.60)	Adding Objects to a Log
ee480284(v=winembedded.60)	Saving Log Selections in a Settings File
ee481376(v=winembedded.60)	Starting or Stopping Logging
ee480283(v=winembedded.60)	Modifying Log Options
ee480678(v=winembedded.60)	Adding a Bookmark
ee480232(v=winembedded.60)	Viewing the Report View Window
ee481954(v=winembedded.60)	Opening a Report Settings File
ee479863(v=winembedded.60)	Creating a New Report File
ee481598(v=winembedded.60)	Adding an Object, Counter, or Instance to a Report
ee481431(v=winembedded.60)	Changing the Report Time Interval
ee480245(v=winembedded.60)	Saving Report Selections in a Settings File
ee481015(v=winembedded.60)	Retrieving Counter Names and Explanations
ee479819(v=winembedded.60)	PERF_100NSEC_MULTI_TIMER
ee480554(v=winembedded.60)	PERF_100NSEC_MULTI_TIMER_INV
ee480954(v=winembedded.60)	PERF_100NSEC_TIMER
ee481165(v=winembedded.60)	PERF_100NSEC_TIMER_INV
ee480654(v=winembedded.60)	PERF_AVERAGE_BULK
ee480629(v=winembedded.60)	PERF_AVERAGE_TIMER
ee481779(v=winembedded.60)	PERF_COUNTER_BULK_COUNT
ee480036(v=winembedded.60)	PERF_COUNTER_COUNTER
ee480274(v=winembedded.60)	PERF_COUNTER_LARGE_RAWCOUNT
ee480249(v=winembedded.60)	PERF_COUNTER_LARGE_RAWCOUNT_HEX
ee480052(v=winembedded.60)	PERF_COUNTER_MULTI_TIMER_INV
ee481185(v=winembedded.60)	PERF_COUNTER_MULTI_TIMER
ee481373(v=winembedded.60)	PERF_COUNTER_QUEUELEN_TYPE
ee480270(v=winembedded.60)	PERF_COUNTER_RAWCOUNT
ee481346(v=winembedded.60)	PERF_COUNTER_TIMER
ee479642(v=winembedded.60)	PERF_COUNTER_TIMER_INV
ee479773(v=winembedded.60)	PERF_ELAPSED_TIME
ee479835(v=winembedded.60)	PERF_SAMPLE_COUNTER
ee481639(v=winembedded.60)	PERF_SAMPLE_FRACTION
ee479586(v=winembedded.60)	PERF_RAW_FRACTION
ee480391(v=winembedded.60)	PERF_COUNTER_RAWCOUNT_HEX
ee480715(v=winembedded.60)	Performance Counter Base
ee481842(v=winembedded.60)	Performance Counter Key
ee479623(v=winembedded.60)	Calculation of Averages
ee480215(v=winembedded.60)	Adding a Performance Counter
ee481626(v=winembedded.60)	Deleting a Performance Counter
ee480196(v=winembedded.60)	Object and Counter Design
ee481341(v=winembedded.60)	Application Performance Key Creation
ee481205(v=winembedded.60)	lodctr Usage
ee479618(v=winembedded.60)	Deleting the Application's Performance Key
ee481427(v=winembedded.60)	Removal of Counter Names and Descriptions from the Registry
ee480491(v=winembedded.60)	DLL Interaction with a Performance Monitor Application
ee480266(v=winembedded.60)	Close Function
ee481187(v=winembedded.60)	Collect Function
ee481983(v=winembedded.60)	Open Function
ee480395(v=winembedded.60)	PERF_COUNTER_BLOCK
ee481573(v=winembedded.60)	PERF_COUNTER_DEFINITION
ee480082(v=winembedded.60)	PERF_DATA_BLOCK
ee481621(v=winembedded.60)	PERF_INSTANCE_DEFINITION
ee480659(v=winembedded.60)	PERF_OBJECT_TYPE
ee480967(v=winembedded.60)	Performance Monitoring Types
ee481586(v=winembedded.60)	Connecting to a Target Device with a Remote Tool
ee480708(v=winembedded.60)	Configuring the Connection to a Target Device Using Platform Manager
ee480836(v=winembedded.60)	Troubleshooting a Connection to a Target Device That Uses Platform Manager
ee480723(v=winembedded.60)	ActiveSync Transport
ee480774(v=winembedded.60)	KITL Transport
ee479590(v=winembedded.60)	TCP/IP Transport
ee479573(v=winembedded.60)	ActiveSync Startup Server
ee481756(v=winembedded.60)	CESH Startup Server
ee480631(v=winembedded.60)	KITL Bootstrap Server
ee481438(v=winembedded.60)	Manual Startup Server
ee480364(v=winembedded.60)	Opening Heap Walker
ee481200(v=winembedded.60)	Displaying a Process List
ee481808(v=winembedded.60)	Displaying Heap Information for a Process
ee481209(v=winembedded.60)	Displaying Memory Dump Information for a Heap
ee481166(v=winembedded.60)	Refreshing a Heap Walker Window
ee479778(v=winembedded.60)	Saving the Contents of a Heap Walker Window
ee481991(v=winembedded.60)	Opening Process Viewer
ee480255(v=winembedded.60)	Refreshing the Process Viewer Display
ee480968(v=winembedded.60)	Displaying Information About a Process
ee480609(v=winembedded.60)	Terminating a Process Using the Process Viewer Window
ee480599(v=winembedded.60)	Opening Spy
ee480434(v=winembedded.60)	Displaying the Windows List for a Target Device
ee479984(v=winembedded.60)	Displaying the Properties of a Window
ee480359(v=winembedded.60)	Opening File Viewer
ee481568(v=winembedded.60)	Exporting a File to a Target Device
ee479667(v=winembedded.60)	Importing a File from a Target Device
ee480043(v=winembedded.60)	Displaying the Properties of a Folder or File
ee481778(v=winembedded.60)	Renaming a Folder or File on a Target Device
ee479870(v=winembedded.60)	Deleting a Folder or File on a Target Device
ee481749(v=winembedded.60)	Creating a New Folder on a Target Device
ee481175(v=winembedded.60)	Opening Remote Registry Editor
ee481767(v=winembedded.60)	Adding a Key or Entry to the Registry
ee480429(v=winembedded.60)	Changing the Value Stored in a Registry Entry
ee481218(v=winembedded.60)	Copying the Name of a Registry Key
ee479638(v=winembedded.60)	Deleting a Registry Key or Entry
ee480688(v=winembedded.60)	Renaming a Registry Key or Entry
ee480267(v=winembedded.60)	Exporting the Registry as a Text File
ee480552(v=winembedded.60)	Opening System Information
ee480769(v=winembedded.60)	Saving System Information to a File
ee481575(v=winembedded.60)	Displaying the Latest System Information for a Target Device
ee480887(v=winembedded.60)	Opening a System Information File
ee481585(v=winembedded.60)	Opening Zoom
ee480929(v=winembedded.60)	Adding a New Window to Zoom
ee481601(v=winembedded.60)	Adjusting the Magnification of a Screen Image
ee479851(v=winembedded.60)	Cropping a Screen Image
ee480399(v=winembedded.60)	Copying a Screen Image to the Clipboard
ee481822(v=winembedded.60)	Displaying the Latest Screen Image from a Target Device
ee481365(v=winembedded.60)	Saving a Screen Image
ee503727(v=winembedded.60)	Remote Tools Framework Overview
ee503845(v=winembedded.60)	Remote Tools Framework Terms and Concepts
ee503814(v=winembedded.60)	Refreshing Displayed Plug-in Nodes
ee503830(v=winembedded.60)	Splitting the Window View in the Main Tool Window
ee503782(v=winembedded.60)	Switching Between Views in the Main Tool Window
ee503748(v=winembedded.60)	Context Menu Options in Plug-in Explorer
ee503850(v=winembedded.60)	Viewing the List of Plug-ins
ee503834(v=winembedded.60)	Displaying the Properties of a Plug-in
ee503793(v=winembedded.60)	Displaying Configured Target Devices
ee503876(v=winembedded.60)	Configuring Search Locations for Plug-ins
ee503844(v=winembedded.60)	Remote Tools Shell: File Menu Options
